계약년월,번호,계약일,시군구일련번호,번지,지목,용도지역,도로조건,계약면적,거래금액,지분구분,해제사유발생일,거래구분,거래유형,시군구명,법정동코드
201502,4889,03,3577,산*,임야,보전녹지지역,-,99.0000,3087.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4890,03,3577,산5*,임야,보전녹지지역,8m미만,165.0000,5400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4891,09,3577,산*,임야,보전녹지지역,-,99.0000,2499.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4892,09,3577,산*,임야,보전녹지지역,-,99.0000,1999.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4893,09,3577,산*,임야,보전녹지지역,-,165.0000,3332.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4894,09,3577,산5*,임야,보전녹지지역,8m미만,99.0000,3600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4895,06,15777,6*,임야,보전녹지지역,-,49.0000,2540.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4896,06,15777,6*,임야,보전녹지지역,-,33.0000,1600.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4897,04,15777,6*,임야,보전녹지지역,-,33.0000,1700.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4898,06,15777,6*,임야,보전녹지지역,-,99.0000,4998.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4899,13,15777,1**,임야,보전녹지지역,8m미만,330.0000,9310.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4900,04,15777,6*,임야,보전녹지지역,-,99.0000,4989.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4901,02,15777,6*,임야,보전녹지지역,12m미만,861.0000,25480.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4902,09,15777,7*,임야,보전녹지지역,12m미만,13.0000,276.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4903,12,15777,6*,임야,보전녹지지역,-,99.0000,5000.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4904,11,15777,6*,임야,보전녹지지역,-,66.0000,3366.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4905,02,15777,6*,임야,보전녹지지역,-,33.0000,1666.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4906,05,15777,6*,임야,보전녹지지역,-,33.0000,1700.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4907,03,15777,6*,임야,보전녹지지역,-,82.0000,4165.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4908,02,15777,6*,임야,보전녹지지역,-,66.0000,3332.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4909,03,15777,6*,임야,보전녹지지역,-,43.0000,2200.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4910,03,15777,6*,임야,보전녹지지역,-,49.0000,2400.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4911,10,15777,6*,임야,보전녹지지역,-,66.0000,3200.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4912,10,15777,1**,임야,보전녹지지역,8m미만,165.0000,3900.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4913,27,15777,5*,임야,보전녹지지역,-,496.0000,18000.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4914,27,15777,7*,임야,보전녹지지역,-,69.0000,2548.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4915,23,15777,1**,임야,보전녹지지역,8m미만,410.0000,11191.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4916,24,15777,7*,임야,보전녹지지역,12m미만,231.0000,11662.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201502,4917,27,15777,7*,임야,보전녹지지역,8m미만,331.0000,8330.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,448,02,3577,산5*,임야,보전녹지지역,8m미만,9273.0000,47686.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,449,02,3577,산*,임야,보전녹지지역,-,3.0000,6.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,22340,15,15777,6*,임야,보전녹지지역,-,66.0000,3200.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,22341,15,3577,산6*,임야,보전녹지지역,-,33.0000,870.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,22342,15,15777,6*,전,보전녹지지역,-,7.0000,320.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201501,22343,15,15777,7*,구거,보전녹지지역,8m미만,3.0000,70.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201501,22344,15,3577,산5*,임야,보전녹지지역,8m미만,33.0000,1080.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,22345,15,3577,산5*,임야,보전녹지지역,8m미만,265.0000,7840.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,22346,15,3577,산6*,임야,보전녹지지역,-,66.0000,2060.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,40021,26,3577,산5*,임야,보전녹지지역,8m미만,33.0000,980.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,40022,26,3577,산5*,임야,보전녹지지역,8m미만,661.0000,24000.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,40023,26,3577,산5*,임야,보전녹지지역,8m미만,172.0000,5616.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,40024,26,3577,산5*,임야,보전녹지지역,8m미만,165.0000,3900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,40025,26,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,40026,26,3577,5**,전,보전녹지지역,-,10.0000,606.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201501,40027,26,3577,5**,전,보전녹지지역,-,766.0000,46394.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3144,05,15777,7*,임야,보전녹지지역,-,1322.0000,28000.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201501,3145,05,3577,산*,임야,보전녹지지역,-,119.0000,2999.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3146,05,3577,산*,임야,보전녹지지역,-,66.0000,1649.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3147,05,3577,산*,임야,보전녹지지역,-,99.0000,2499.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3148,05,3577,산*,임야,보전녹지지역,-,50.0000,1250.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3149,05,3577,산*,임야,보전녹지지역,-,165.0000,4165.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3150,05,3577,산*,임야,보전녹지지역,-,99.0000,2423.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3151,05,3577,산*,임야,보전녹지지역,-,764.0000,23770.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3152,05,3577,산*,임야,보전녹지지역,-,205.0000,5165.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3153,05,3577,산*,임야,보전녹지지역,-,331.0000,8330.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3154,05,3577,산*,임야,보전녹지지역,-,331.0000,10290.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3164,05,3577,산5*,임야,보전녹지지역,8m미만,66.0000,1560.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,3165,05,3577,산5*,임야,보전녹지지역,8m미만,165.0000,3900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,24826,16,3577,산5*,임야,보전녹지지역,8m미만,33.0000,1080.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,24827,16,3577,산5*,임야,보전녹지지역,8m미만,47.0000,1372.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,6237,06,15777,7*,임야,보전녹지지역,12m미만,1157.0000,45500.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,6239,06,3577,산5*,임야,보전녹지지역,8m미만,33.0000,780.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,6240,06,3577,산5*,임야,보전녹지지역,8m미만,133.0000,3120.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,6241,06,3577,5**,대,자연녹지지역,8m미만,721.0000,84400.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201501,27575,19,3577,산*,임야,보전녹지지역,-,330.0000,10290.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,27576,19,3577,산*,임야,보전녹지지역,-,165.0000,4165.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,27577,19,15777,7*,임야,보전녹지지역,8m미만,320.0000,8075.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,27578,19,3577,5**,임야,보전녹지지역,-,212.0000,6001.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,27579,19,3577,5**,임야,보전녹지지역,-,69.0000,2032.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,27580,19,3577,5**,임야,보전녹지지역,-,50.0000,1467.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,27581,19,3577,산5*,임야,보전녹지지역,8m미만,165.0000,5400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,27582,19,3577,산5*,임야,보전녹지지역,8m미만,33.0000,1080.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,42569,27,3577,산*,임야,보전녹지지역,-,662.0000,23030.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,42570,27,3577,산*,임야,보전녹지지역,-,496.0000,14963.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,42571,27,3577,산*,임야,보전녹지지역,-,331.0000,6664.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,42572,27,15777,7*,임야,보전녹지지역,12m미만,205.0000,11160.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,42573,27,3577,산*,임야,보전녹지지역,-,165.0000,3332.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,42574,27,3577,산*,임야,보전녹지지역,-,149.0000,2907.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,42575,27,3577,산*,임야,보전녹지지역,-,116.0000,2332.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,42576,27,3577,산*,임야,보전녹지지역,-,99.0000,1999.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,8250,06,3577,5**,전,자연녹지지역,8m미만,195.0000,20600.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201501,8473,07,3577,산*,임야,보전녹지지역,-,331.0000,8245.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,8474,07,3577,산*,임야,보전녹지지역,-,99.0000,2499.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,8475,07,3577,산*,임야,보전녹지지역,-,462.0000,13034.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,8476,07,3577,산5*,임야,보전녹지지역,8m미만,83.0000,2450.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,8477,07,3577,산5*,임야,보전녹지지역,8m미만,66.0000,1960.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,30231,20,3577,산*,임야,보전녹지지역,-,106.0000,2666.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,30233,20,3577,산5*,임야,보전녹지지역,8m미만,116.0000,3780.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,10653,08,3577,산6*,임야,보전녹지지역,-,33.0000,400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,10654,08,3577,산5*,임야,보전녹지지역,8m미만,86.0000,2548.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,10655,08,3577,산5*,임야,보전녹지지역,8m미만,33.0000,980.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,10656,08,15777,7*,구거,보전녹지지역,8m미만,69.0000,8312.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,10657,08,15777,7*,전,보전녹지지역,12m미만,11.0000,1328.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,10658,08,15777,7*,전,보전녹지지역,8m미만,179.0000,21560.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201501,44804,28,3577,산*,임야,보전녹지지역,-,264.0000,5331.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,44805,28,3577,산*,임야,보전녹지지역,-,330.0000,6664.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,44806,28,3577,산*,임야,보전녹지지역,-,331.0000,8306.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,44807,28,3577,산*,임야,보전녹지지역,-,281.0000,7395.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,44810,28,3577,산5*,임야,보전녹지지역,8m미만,232.0000,7560.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,44811,28,3577,산3*,임야,보전녹지지역,-,3301.0000,13700.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201501,12684,09,3577,산*,임야,보전녹지지역,-,331.0000,8245.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,12685,09,3577,산*,임야,보전녹지지역,-,1131.0000,28489.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,12686,09,3577,산*,임야,보전녹지지역,-,106.0000,2666.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,12687,09,15777,7*,임야,보전녹지지역,-,337.0000,12240.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201501,32922,21,3577,산5*,임야,보전녹지지역,8m미만,165.0000,5400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,46948,29,3577,산*,임야,보전녹지지역,-,662.0000,14700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,46949,29,3577,산5*,임야,보전녹지지역,8m미만,225.0000,7344.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15865,12,3577,산*,임야,보전녹지지역,-,83.0000,2083.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15866,12,3577,산*,임야,보전녹지지역,-,331.0000,10290.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15867,12,3577,산*,임야,보전녹지지역,-,165.0000,4165.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15868,12,3577,산*,임야,보전녹지지역,-,165.0000,4038.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15869,12,3577,산*,임야,보전녹지지역,-,205.0000,6684.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15870,12,15777,7*,임야,보전녹지지역,-,99.0000,3822.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,15871,12,3577,산*,임야,보전녹지지역,-,826.0000,26950.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15872,12,3577,산*,임야,보전녹지지역,-,993.0000,24990.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15873,12,3577,산5*,임야,보전녹지지역,8m미만,99.0000,2940.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15874,12,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15875,12,3577,5**,전,보전녹지지역,8m미만,1031.0000,22943.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201501,15876,12,3577,5**,답,보전녹지지역,-,327.0000,7057.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201501,34960,22,3577,산*,임야,보전녹지지역,-,297.0000,5297.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,34963,22,3577,산5*,임야,보전녹지지역,8m미만,66.0000,1960.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,34964,22,3577,산5*,임야,보전녹지지역,8m미만,33.0000,1080.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,49139,30,3577,산*,임야,보전녹지지역,-,264.0000,5331.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,49140,30,3577,산5*,임야,보전녹지지역,8m미만,99.0000,3000.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,49141,30,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,49142,30,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,49143,30,3577,산5*,임야,보전녹지지역,8m미만,106.0000,3456.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,49144,30,3577,산6*,임야,보전녹지지역,-,165.0000,4830.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,49145,30,3577,산5*,임야,보전녹지지역,8m미만,23.0000,756.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,36943,23,3577,산*,임야,보전녹지지역,-,99.0000,2499.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,36944,23,15777,6*,임야,보전녹지지역,-,35.0000,1050.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,36945,23,15777,7*,임야,보전녹지지역,12m미만,202.0000,10980.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,18335,13,3577,산*,임야,보전녹지지역,-,99.0000,2423.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,18336,13,3577,산5*,임야,보전녹지지역,8m미만,232.0000,5460.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,18337,13,3577,산5*,임야,보전녹지지역,8m미만,165.0000,4900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,20447,14,3577,산*,임야,보전녹지지역,-,76.0000,1916.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,20448,14,3577,산*,임야,보전녹지지역,-,549.0000,14940.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,20449,14,15777,7*,임야,보전녹지지역,8m미만,201.0000,5081.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,20450,14,3577,산*,임야,보전녹지지역,-,496.0000,12368.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,20451,14,15777,6*,임야,보전녹지지역,-,33.0000,1666.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201501,20452,14,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4822,23,3577,산*,임야,보전녹지지역,-,231.0000,7203.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4823,18,3577,산5*,임야,보전녹지지역,8m미만,99.0000,2940.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4824,18,3577,산5*,임야,보전녹지지역,8m미만,116.0000,4200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4825,27,3577,5**,답,보전녹지지역,-,1491.0000,44100.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4826,27,3577,산*,임야,보전녹지지역,-,99.0000,2499.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4827,27,3577,산*,임야,보전녹지지역,-,330.0000,6664.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4828,27,3577,산*,임야,보전녹지지역,-,99.0000,3087.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4829,24,3577,산*,임야,보전녹지지역,-,99.0000,2499.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4830,26,3577,산5*,임야,보전녹지지역,8m미만,99.0000,3240.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4831,24,3577,산*,임야,보전녹지지역,-,66.0000,1666.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4832,24,3577,산*,임야,보전녹지지역,-,99.0000,2040.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4833,24,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4834,23,3577,산*,임야,보전녹지지역,-,231.0000,4665.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4835,23,3577,산*,임야,보전녹지지역,-,331.0000,6664.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4836,23,3577,산*,임야,보전녹지지역,-,132.0000,3332.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4837,23,3577,산*,임야,보전녹지지역,-,132.0000,4116.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4838,23,3577,산*,임야,보전녹지지역,-,165.0000,4165.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4839,23,3577,산6*,임야,보전녹지지역,-,33.0000,1050.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4840,23,3577,산6*,임야,보전녹지지역,-,66.0000,1740.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4841,23,3577,산*,임야,보전녹지지역,-,3.0000,10.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4842,23,3577,산3*,임야,보전녹지지역,-,3301.0000,14340.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4843,28,3577,산5*,임야,보전녹지지역,8m미만,33.0000,1080.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4844,02,3577,산*,임야,보전녹지지역,-,430.0000,9555.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4845,13,3577,산*,임야,보전녹지지역,-,139.0000,2470.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4846,13,3577,산*,임야,보전녹지지역,-,331.0000,6596.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4847,13,3577,산*,임야,보전녹지지역,-,330.0000,6664.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4848,13,3577,산6*,임야,보전녹지지역,-,136.0000,4223.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4849,13,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4850,05,3577,산5*,임야,보전녹지지역,8m미만,33.0000,1080.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4851,05,3577,산5*,임야,보전녹지지역,8m미만,66.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4852,12,3577,산5*,임야,보전녹지지역,8m미만,19.0000,720.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4853,12,3577,산*,임야,보전녹지지역,-,33.0000,833.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4854,12,3577,산*,임야,보전녹지지역,-,99.0000,1938.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4855,10,3577,산*,임야,보전녹지지역,-,331.0000,7350.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4856,10,3577,산*,임야,보전녹지지역,-,165.0000,3332.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4857,10,3577,산*,임야,보전녹지지역,-,231.0000,5831.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4858,10,3577,산6*,임야,보전녹지지역,-,99.0000,3090.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4859,10,3577,산5*,임야,보전녹지지역,8m미만,330.0000,10800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4860,01,3577,산*,임야,보전녹지지역,-,1211.0000,15000.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4861,16,3577,산5*,임야,보전녹지지역,8m미만,33.0000,1200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4862,11,3577,산5*,임야,보전녹지지역,8m미만,79.0000,2880.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4863,07,3577,산6*,임야,보전녹지지역,-,165.0000,5150.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201502,4864,06,3577,산*,임야,보전녹지지역,-,165.0000,3332.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201501,447,02,3016,산1*,임야,보전녹지지역,-,99.0000,3600.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,3159,05,3016,산1*,임야,보전녹지지역,-,112.0000,4080.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,3160,05,3016,산1*,임야,보전녹지지역,-,182.0000,6325.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,3162,05,3016,산1*,임야,보전녹지지역,-,3417.0000,25836.0000,,-,-,,경기도 성남시분당구 판교동,4113510800
201501,3163,05,3016,산1*,임야,보전녹지지역,-,3417.0000,25836.0000,,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24806,16,3016,산1*,임야,보전녹지지역,-,33.0000,1100.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24807,16,3016,산1*,임야,보전녹지지역,-,231.0000,7700.0000,,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24808,16,3016,산1*,임야,보전녹지지역,-,172.0000,4800.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24809,16,3016,산1*,임야,보전녹지지역,-,116.0000,3600.0000,,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24810,16,3016,산1*,임야,보전녹지지역,-,50.0000,1530.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24811,16,3016,산1*,임야,보전녹지지역,-,165.0000,4900.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24812,16,3016,산1*,임야,보전녹지지역,-,33.0000,1050.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24813,16,3016,산1*,임야,보전녹지지역,-,66.0000,1960.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24814,16,3016,산1*,임야,보전녹지지역,-,33.0000,980.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24815,16,3016,산1*,임야,보전녹지지역,-,297.0000,9900.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24816,16,3016,산1*,임야,보전녹지지역,-,165.0000,4500.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24817,16,3016,산1*,임야,보전녹지지역,-,132.0000,3800.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24818,16,3016,산1*,임야,보전녹지지역,-,66.0000,1900.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24819,16,3016,산1*,임야,보전녹지지역,-,33.0000,950.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24820,16,3016,산1*,임야,보전녹지지역,-,43.0000,1200.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24821,16,3016,산1*,임야,보전녹지지역,-,132.0000,4000.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24822,16,3016,산1*,임야,보전녹지지역,-,165.0000,6500.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
201501,24823,16,3016,산1*,임야,보전녹지지역,-,198.0000,5700.0000,지분,-,-,,경기도 성남시분당구 판교동,4113510800
