계약년월,번호,계약일,시군구일련번호,지번,유형,도로명,용도지역,건축물주용도,도로조건,전용면적,대지면적,거래금액,층,지분구분,건축년도,해제사유발생일,거래유형,시군구명,법정동코드
201706,7560,19,2090,1**,집합,탄천상로151번길,근린상업,제2종근린생활,25m이상,11.0000,0.0000,3200.0000,,,2000,-,,경기도 성남시분당구 구미동,4113511400
201706,7561,01,2090,1*,집합,탄천상로,일반상업,업무,25m미만,50.0000,0.0000,19500.0000,,,1999,-,,경기도 성남시분당구 구미동,4113511400
201706,7562,27,2090,2**,집합,구미로,근린상업,제2종근린생활,25m이상,34.0000,0.0000,30000.0000,,,2002,-,,경기도 성남시분당구 구미동,4113511400
201706,7563,13,2090,1**,집합,탄천상로151번길,근린상업,제2종근린생활,25m이상,11.0000,0.0000,5600.0000,,지분,2000,-,,경기도 성남시분당구 구미동,4113511400
201706,7564,16,2090,1**,일반,미금일로,근린상업,제2종근린생활,25m이상,1888.0000,474.0000,468000.0000,,,2002,-,,경기도 성남시분당구 구미동,4113511400
201706,7565,01,2090,1**,집합,성남대로2번길,일반상업,업무,25m이상,45.0000,0.0000,12700.0000,2,지분,1999,-,,경기도 성남시분당구 구미동,4113511400
201706,7566,16,2090,1*,집합,탄천상로,일반상업,업무,25m미만,50.0000,0.0000,17000.0000,,,1999,-,,경기도 성남시분당구 구미동,4113511400
201706,7567,20,2090,6*,집합,미금일로,제3종일반주거,제1종근린생활,25m이상,24.0000,0.0000,30000.0000,1,,1995,-,,경기도 성남시분당구 구미동,4113511400
201706,7568,29,2090,1*,집합,탄천상로,일반상업,업무,25m미만,50.0000,0.0000,19900.0000,,,1999,-,,경기도 성남시분당구 구미동,4113511400
201706,7569,26,2090,1*,집합,탄천상로,일반상업,업무,25m미만,43.0000,0.0000,16500.0000,,,1999,-,,경기도 성남시분당구 구미동,4113511400
201706,7570,30,2090,1**,집합,구미로9번길,일반상업,업무,25m미만,35.0000,0.0000,13000.0000,4,,2001,-,,경기도 성남시분당구 구미동,4113511400
201706,7571,24,2090,2*,집합,돌마로,중심상업,교육연구,25m이상,39.0000,0.0000,19500.0000,5,,2002,-,,경기도 성남시분당구 구미동,4113511400
