계약년월,번호,계약일,시군구일련번호,지번,유형,도로명,용도지역,건축물주용도,도로조건,전용면적,대지면적,거래금액,층,지분구분,건축년도,해제사유발생일,거래유형,시군구명,법정동코드
201501,5866,30,2084,*,집합,황새울로258번길,중심상업,제2종근린생활,25m미만,168.0000,0.0000,51000.0000,4,,2004,-,,경기도 성남시분당구 수내동,4113510200
201501,5867,03,2084,2*,집합,내정로173번길,준주거,제1종근린생활,25m미만,44.0000,0.0000,66000.0000,,,1993,-,,경기도 성남시분당구 수내동,4113510200
201501,5868,07,2084,1*,집합,백현로101번길,중심상업,제1종근린생활,25m미만,74.0000,0.0000,29000.0000,3,,2002,-,,경기도 성남시분당구 수내동,4113510200
201501,5869,12,2084,3*,집합,내정로173번길,근린상업,제2종근린생활,25m미만,11.0000,0.0000,2000.0000,-1,지분,1996,-,,경기도 성남시분당구 수내동,4113510200
201501,5870,21,2084,7*,집합,수내로,제3종일반주거,제2종근린생활,25m이상,34.0000,0.0000,25000.0000,,,1992,-,,경기도 성남시분당구 수내동,4113510200
201501,5871,12,2084,3*,집합,내정로173번길,근린상업,제2종근린생활,25m미만,5.0000,0.0000,1000.0000,-1,지분,1996,-,,경기도 성남시분당구 수내동,4113510200
201501,5872,10,2084,*,집합,황새울로258번길,중심상업,제1종근린생활,25m미만,12.0000,0.0000,1800.0000,2,,1995,-,,경기도 성남시분당구 수내동,4113510200
201501,5873,08,2084,3*,집합,내정로165번길,준주거,제2종근린생활,25m미만,35.0000,0.0000,49000.0000,1,,1992,-,,경기도 성남시분당구 수내동,4113510200
201501,5874,15,2084,3*,집합,내정로165번길,준주거,제1종근린생활,25m미만,11.0000,0.0000,3500.0000,1,,1992,-,,경기도 성남시분당구 수내동,4113510200
201501,5875,26,2084,1*,집합,황새울로200번길,중심상업,제2종근린생활,25m미만,42.0000,0.0000,15000.0000,5,,2004,-,,경기도 성남시분당구 수내동,4113510200
201501,5876,20,2084,7*,집합,돌마로356번길,근린상업,교육연구,25m이상,62.0000,0.0000,16800.0000,3,,1992,-,,경기도 성남시분당구 수내동,4113510200
201501,5877,26,2084,1*,집합,황새울로200번길,중심상업,제2종근린생활,25m미만,31.0000,0.0000,14000.0000,5,,2004,-,,경기도 성남시분당구 수내동,4113510200
201501,5878,12,2085,2**,집합,불정로,제2종일반주거,기타,12m미만,28.0000,0.0000,23496.0000,-1,,2005,-,,경기도 성남시분당구 정자동,4113510300
201501,5879,05,2085,1**,집합,정자로,근린상업,교육연구,25m이상,79.0000,0.0000,16000.0000,3,,1995,-,,경기도 성남시분당구 정자동,4113510300
201501,5880,30,2085,1**,집합,정자로,중심상업,업무,25m이상,456.0000,0.0000,728809.0000,,,2013,-,,경기도 성남시분당구 정자동,4113510300
201501,5881,30,2085,1**,집합,정자로,중심상업,업무,25m이상,545.0000,0.0000,871191.0000,,,2013,-,,경기도 성남시분당구 정자동,4113510300
201501,5882,30,2085,1**,집합,정자로,중심상업,업무,25m이상,456.0000,0.0000,695997.0000,,,2013,-,,경기도 성남시분당구 정자동,4113510300
201501,5883,12,2085,2*,집합,정자일로,중심상업,제2종근린생활,25m미만,154.0000,0.0000,35000.0000,,,2005,-,,경기도 성남시분당구 정자동,4113510300
201501,5884,22,2085,1*,집합,정자일로,중심상업,제1종근린생활,25m미만,56.0000,0.0000,132500.0000,1,,2013,-,,경기도 성남시분당구 정자동,4113510300
201501,5885,20,2085,1**,집합,정자일로156번길,중심상업,업무,25m이상,21.0000,0.0000,15000.0000,2,,2006,-,,경기도 성남시분당구 정자동,4113510300
201501,5886,23,2085,6*,집합,느티로,근린상업,업무,25m미만,57.0000,0.0000,12700.0000,,,1994,-,,경기도 성남시분당구 정자동,4113510300
201501,5887,13,2085,*,집합,정자일로,중심상업,제1종근린생활,25m미만,148.0000,0.0000,68000.0000,3,,2004,-,,경기도 성남시분당구 정자동,4113510300
201501,5888,06,2085,1**,일반,불정로,제3종일반주거,제1종근린생활,25m이상,16.0000,18.0000,13900.0000,,,1994,-,,경기도 성남시분당구 정자동,4113510300
201501,5889,05,2085,1**,집합,정자일로,중심상업,제2종근린생활,25m이상,54.0000,0.0000,99050.0000,1,,2014,-,,경기도 성남시분당구 정자동,4113510300
201501,5890,30,2085,1**,집합,정자로,중심상업,업무,25m이상,545.0000,0.0000,831969.0000,,,2013,-,,경기도 성남시분당구 정자동,4113510300
201501,5891,20,2085,1**,집합,불정로,제3종일반주거,제2종근린생활,25m이상,17.0000,0.0000,15000.0000,,지분,1995,-,,경기도 성남시분당구 정자동,4113510300
201501,5892,20,2085,1**,집합,정자일로,중심상업,제2종근린생활,25m이상,41.0000,0.0000,61000.0000,,,2014,-,,경기도 성남시분당구 정자동,4113510300
201501,5893,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,16.0000,0.0000,4400.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5894,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,38.0000,0.0000,9900.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5895,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,71.0000,0.0000,18700.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5896,23,2086,2**,집합,서현로,중심상업,교육연구,25m이상,53.0000,0.0000,20000.0000,3,,2004,-,,경기도 성남시분당구 서현동,4113510500
201501,5897,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,31.0000,0.0000,8200.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5898,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,31.0000,0.0000,8200.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5899,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,41.0000,0.0000,10700.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5900,16,2086,3**,집합,불정로,근린상업,제2종근린생활,25m이상,6.0000,0.0000,750.0000,-1,,1994,-,,경기도 성남시분당구 서현동,4113510500
201501,5901,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,59.0000,0.0000,15400.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5902,20,2086,2**,집합,분당로53번길,중심상업,제2종근린생활,25m미만,47.0000,0.0000,24000.0000,,,1995,-,,경기도 성남시분당구 서현동,4113510500
201501,5903,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,36.0000,0.0000,9400.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5904,22,2086,2**,집합,돌마로486번길,근린상업,교육연구,25m미만,126.0000,0.0000,33000.0000,,,2004,-,,경기도 성남시분당구 서현동,4113510500
201501,5905,16,2086,3**,집합,불정로,근린상업,제2종근린생활,25m이상,13.0000,0.0000,1500.0000,-1,,1994,-,,경기도 성남시분당구 서현동,4113510500
201501,5906,16,2086,8*,집합,중앙공원로39번길,근린상업,제2종근린생활,25m미만,88.0000,0.0000,72000.0000,1,,2003,-,,경기도 성남시분당구 서현동,4113510500
201501,5907,17,2086,8*,집합,중앙공원로39번길,준주거,제2종근린생활,25m미만,21.0000,0.0000,29500.0000,,,1991,-,,경기도 성남시분당구 서현동,4113510500
201501,5908,15,2086,2**,집합,황새울로312번길,중심상업,제2종근린생활,25m미만,36.0000,0.0000,36500.0000,1,,1994,-,,경기도 성남시분당구 서현동,4113510500
201501,5909,05,2086,2**,집합,서현로,중심상업,제2종근린생활,25m이상,10.0000,0.0000,11000.0000,,,2004,-,,경기도 성남시분당구 서현동,4113510500
201501,5910,23,2086,2**,집합,서현로,중심상업,교육연구,25m이상,100.0000,0.0000,40000.0000,3,,2004,-,,경기도 성남시분당구 서현동,4113510500
201501,5911,16,2086,3**,집합,불정로,근린상업,제2종근린생활,25m이상,7.0000,0.0000,750.0000,-1,,1994,-,,경기도 성남시분당구 서현동,4113510500
201501,5912,08,2086,2**,집합,분당로201번길,제3종일반주거,제1종근린생활,25m미만,29.0000,0.0000,26000.0000,1,,1992,-,,경기도 성남시분당구 서현동,4113510500
201501,5913,19,2086,8*,집합,중앙공원로39번길,근린상업,교육연구,25m미만,170.0000,0.0000,74500.0000,2,,2003,-,,경기도 성남시분당구 서현동,4113510500
201501,5914,15,2086,9*,집합,돌마로,근린상업,교육연구,25m이상,64.0000,0.0000,24300.0000,3,,1995,-,,경기도 성남시분당구 서현동,4113510500
201501,5915,05,2086,2**,집합,서현로,중심상업,제2종근린생활,25m이상,10.0000,0.0000,11000.0000,,,2004,-,,경기도 성남시분당구 서현동,4113510500
201501,5916,06,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,28.0000,0.0000,7300.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201501,5917,17,2086,9*,집합,중앙공원로40번길,준주거,교육연구,25m미만,61.0000,0.0000,21000.0000,,,1991,-,,경기도 성남시분당구 서현동,4113510500
201501,5918,13,2087,1**,집합,성남대로779번길,근린상업,제1종근린생활,25m이상,22.0000,0.0000,22200.0000,1,,1994,-,,경기도 성남시분당구 이매동,4113510600
201501,5919,26,2087,1**,집합,양현로94번길,근린상업,제2종근린생활,25m미만,49.0000,0.0000,11900.0000,,,1992,-,,경기도 성남시분당구 이매동,4113510600
201501,5920,02,2087,1**,집합,양현로94번길,근린상업,제1종근린생활,25m미만,13.0000,0.0000,1950.0000,-1,지분,1992,-,,경기도 성남시분당구 이매동,4113510600
201501,5921,12,2088,3**,집합,야탑로75번길,중심상업,기타,12m미만,93.0000,0.0000,30000.0000,,,1999,-,,경기도 성남시분당구 야탑동,4113510700
201501,5922,03,2088,3**,집합,성남대로926번길,일반상업,제1종근린생활,25m미만,111.0000,0.0000,54850.0000,6,,2006,-,,경기도 성남시분당구 야탑동,4113510700
201501,5923,02,2088,3**,집합,성남대로926번길,일반상업,제1종근린생활,25m미만,154.0000,0.0000,75000.0000,4,,2006,-,,경기도 성남시분당구 야탑동,4113510700
201501,5924,16,2088,1**,집합,야탑로,근린상업,제1종근린생활,25m미만,21.0000,0.0000,15500.0000,1,,1996,-,,경기도 성남시분당구 야탑동,4113510700
201501,5925,14,2088,2**,집합,야탑로205번길,일반상업,업무,25m미만,76.0000,0.0000,23000.0000,7,,2005,-,,경기도 성남시분당구 야탑동,4113510700
201501,5926,23,2088,3**,집합,매화로,근린상업,제2종근린생활,25m이상,29.0000,0.0000,16535.0000,,,1996,-,,경기도 성남시분당구 야탑동,4113510700
201501,5927,07,2088,3**,집합,장미로,제3종일반주거,업무,25m미만,21.0000,0.0000,9800.0000,,,1993,-,,경기도 성남시분당구 야탑동,4113510700
201501,5928,09,2088,5**,집합,판교로,근린상업,제1종근린생활,25m이상,195.0000,0.0000,17000.0000,-1,,1994,-,,경기도 성남시분당구 야탑동,4113510700
201501,5929,20,2088,3**,집합,성남대로926번길,일반상업,제2종근린생활,12m미만,28.0000,0.0000,33500.0000,,,2004,-,,경기도 성남시분당구 야탑동,4113510700
201501,5930,12,2088,3**,집합,성남대로925번길,중심상업,판매,25m미만,26.0000,0.0000,6314.0000,4,지분,1998,-,,경기도 성남시분당구 야탑동,4113510700
201501,5931,23,2088,3**,집합,매화로,근린상업,제2종근린생활,25m이상,62.0000,0.0000,34993.0000,,,1996,-,,경기도 성남시분당구 야탑동,4113510700
201501,5932,13,2088,5**,집합,판교로,근린상업,제2종근린생활,25m이상,28.0000,0.0000,19300.0000,1,,2000,-,,경기도 성남시분당구 야탑동,4113510700
201501,5933,20,2088,5**,집합,판교로,근린상업,제2종근린생활,25m이상,249.0000,0.0000,53500.0000,5,,2003,-,,경기도 성남시분당구 야탑동,4113510700
201501,5934,09,2088,3**,집합,야탑로,일반상업,제2종근린생활,25m이상,41.0000,0.0000,11000.0000,6,,1994,-,,경기도 성남시분당구 야탑동,4113510700
201501,5935,30,2088,3**,집합,야탑로,일반상업,제2종근린생활,25m이상,47.0000,0.0000,12000.0000,6,,1994,-,,경기도 성남시분당구 야탑동,4113510700
201501,5936,23,2088,3**,집합,매화로,근린상업,제2종근린생활,25m이상,49.0000,0.0000,27637.0000,,,1996,-,,경기도 성남시분당구 야탑동,4113510700
201501,5937,23,2088,3**,집합,매화로,근린상업,제2종근린생활,25m이상,48.0000,0.0000,26917.0000,,,1996,-,,경기도 성남시분당구 야탑동,4113510700
201501,5938,08,2088,3**,집합,성남대로925번길,중심상업,판매,25m미만,15.0000,0.0000,4402.0000,4,지분,1998,-,,경기도 성남시분당구 야탑동,4113510700
201501,5939,09,2088,3**,집합,성남대로925번길,중심상업,기타,25m미만,12.0000,0.0000,2980.0000,,지분,1998,-,,경기도 성남시분당구 야탑동,4113510700
201501,5940,12,2088,3**,집합,야탑로75번길,중심상업,기타,12m미만,97.0000,0.0000,32500.0000,,,1999,-,,경기도 성남시분당구 야탑동,4113510700
201501,5941,12,2088,3**,집합,야탑로75번길,중심상업,기타,12m미만,283.0000,0.0000,30000.0000,2,,1999,-,,경기도 성남시분당구 야탑동,4113510700
201501,5942,23,2088,3**,집합,매화로,근린상업,제2종근린생활,25m이상,29.0000,0.0000,16535.0000,,,1996,-,,경기도 성남시분당구 야탑동,4113510700
201501,5943,23,2088,3**,집합,매화로,근린상업,제2종근린생활,25m이상,40.0000,0.0000,22383.0000,,,1996,-,,경기도 성남시분당구 야탑동,4113510700
201501,5944,20,2088,3**,집합,성남대로926번길,일반상업,제2종근린생활,12m미만,40.0000,0.0000,45000.0000,,,2004,-,,경기도 성남시분당구 야탑동,4113510700
201501,5945,26,2088,2**,집합,야탑로205번길,일반상업,업무,25m미만,37.0000,0.0000,14700.0000,7,,2005,-,,경기도 성남시분당구 야탑동,4113510700
201501,5946,08,2088,3**,집합,성남대로916번길,일반상업,판매,25m미만,32.0000,0.0000,27511.0000,1,지분,1994,-,,경기도 성남시분당구 야탑동,4113510700
201501,5947,08,3016,6**,집합,판교원로,제3종일반주거,제1종근린생활,25m미만,9.0000,0.0000,13000.0000,1,지분,2009,-,,경기도 성남시분당구 판교동,4113510800
201501,5948,28,3024,7**,집합,판교로,근린상업,제1종근린생활,25m이상,32.0000,0.0000,65000.0000,,,2010,-,,경기도 성남시분당구 삼평동,4113510900
201501,5949,26,3024,6**,집합,대왕판교로,준주거,제2종근린생활,25m이상,116.0000,0.0000,63677.0000,-1,,2012,-,,경기도 성남시분당구 삼평동,4113510900
201501,5950,28,3024,6**,집합,판교역로,준주거,제1종근린생활,25m이상,136.0000,0.0000,94000.0000,2,,2011,-,,경기도 성남시분당구 삼평동,4113510900
201501,5951,16,3024,7**,집합,대왕판교로606번길,근린상업,판매,25m이상,37.0000,0.0000,120000.0000,1,,2013,-,,경기도 성남시분당구 삼평동,4113510900
201501,5952,09,3024,6**,집합,대왕판교로,준주거,판매,25m이상,60.0000,0.0000,28000.0000,-1,,2012,-,,경기도 성남시분당구 삼평동,4113510900
201501,5953,08,2089,1**,집합,돌마로,중심상업,제1종근린생활,25m이상,28.0000,0.0000,118400.0000,1,,1995,-,,경기도 성남시분당구 금곡동,4113511100
201501,5954,24,2089,1**,집합,미금로,제3종일반주거,제2종근린생활,25m이상,42.0000,0.0000,11000.0000,,,1995,-,,경기도 성남시분당구 금곡동,4113511100
201501,5955,12,2089,1**,집합,돌마로,중심상업,업무,25m이상,100.0000,0.0000,34000.0000,5,,2004,-,,경기도 성남시분당구 금곡동,4113511100
201501,5956,05,2089,3**,집합,대왕판교로,보전녹지,기타,25m미만,120.0000,0.0000,90000.0000,4,,2009,-,,경기도 성남시분당구 금곡동,4113511100
201501,5957,30,2089,1**,집합,정자일로,중심상업,기타,25m이상,554.0000,0.0000,72000.0000,1,,2003,-,,경기도 성남시분당구 금곡동,4113511100
201501,5958,19,2089,1**,집합,돌마로,중심상업,제1종근린생활,25m이상,481.0000,0.0000,147000.0000,5,,2002,-,,경기도 성남시분당구 금곡동,4113511100
201501,5959,30,2089,1**,집합,정자일로,중심상업,기타,25m이상,554.0000,0.0000,72000.0000,-1,,2003,-,,경기도 성남시분당구 금곡동,4113511100
201501,5960,28,2090,1**,집합,성남대로,일반상업,제2종근린생활,25m이상,102.0000,0.0000,29000.0000,3,,2002,-,,경기도 성남시분당구 구미동,4113511400
201501,5961,15,2090,1**,집합,성남대로2번길,일반상업,업무,25m이상,42.0000,0.0000,13200.0000,6,,1999,-,,경기도 성남시분당구 구미동,4113511400
201501,5962,05,2090,*,집합,성남대로,중심상업,제1종근린생활,25m이상,36.0000,0.0000,66900.0000,,,2014,-,,경기도 성남시분당구 구미동,4113511400
201501,5963,05,2090,6*,집합,미금일로,제3종일반주거,제1종근린생활,25m이상,25.0000,0.0000,27000.0000,,,1995,-,,경기도 성남시분당구 구미동,4113511400
201501,5964,31,2090,2*,집합,돌마로,중심상업,판매,25m이상,19.0000,0.0000,6750.0000,2,지분,2001,-,,경기도 성남시분당구 구미동,4113511400
201501,5965,20,2090,1**,집합,성남대로,일반상업,판매,25m이상,24.0000,0.0000,23000.0000,1,,2004,-,,경기도 성남시분당구 구미동,4113511400
201501,5966,09,2090,2**,집합,미금로,근린상업,제2종근린생활,25m이상,203.0000,0.0000,27982.0000,-1,,1996,-,,경기도 성남시분당구 구미동,4113511400
201501,5967,09,2090,2**,집합,미금로,근린상업,제2종근린생활,25m이상,347.0000,0.0000,47770.0000,-1,,1996,-,,경기도 성남시분당구 구미동,4113511400
201501,5968,09,2090,2**,집합,미금로,근린상업,제2종근린생활,25m이상,179.0000,0.0000,24624.0000,-1,,1996,-,,경기도 성남시분당구 구미동,4113511400
201501,5969,20,2090,1**,집합,탄천상로151번길,근린상업,판매,25m이상,8.0000,0.0000,5000.0000,,,2000,-,,경기도 성남시분당구 구미동,4113511400
201501,5970,24,2090,2*,집합,돌마로,중심상업,제2종근린생활,25m이상,39.0000,0.0000,22000.0000,2,,2002,-,,경기도 성남시분당구 구미동,4113511400
201501,5971,29,2090,2*,집합,돌마로,중심상업,판매,25m이상,34.0000,0.0000,19500.0000,1,지분,2001,-,,경기도 성남시분당구 구미동,4113511400
201501,5972,09,2090,2**,집합,미금로,근린상업,제1종근린생활,25m이상,92.0000,0.0000,12624.0000,1,,1996,-,,경기도 성남시분당구 구미동,4113511400
201501,5973,24,2090,2*,집합,돌마로,중심상업,제2종근린생활,25m이상,39.0000,0.0000,22000.0000,2,,2002,-,,경기도 성남시분당구 구미동,4113511400
201501,5974,17,3000,9**,집합,판교원로82번길,제3종일반주거,제1종근린생활,25m미만,40.0000,0.0000,27000.0000,,,2010,-,,경기도 성남시분당구 운중동,4113511500
201501,5975,17,3000,9**,집합,판교원로82번길,제3종일반주거,제1종근린생활,25m미만,40.0000,0.0000,27000.0000,,,2010,-,,경기도 성남시분당구 운중동,4113511500
201501,5976,12,3000,9**,집합,운중로,근린상업,제1종근린생활,25m이상,85.0000,0.0000,30500.0000,4,,2010,-,,경기도 성남시분당구 운중동,4113511500
201501,5977,28,3000,9**,집합,운중로,근린상업,제2종근린생활,25m이상,79.0000,0.0000,27238.0000,5,,2011,-,,경기도 성남시분당구 운중동,4113511500
201501,5978,28,3000,9**,집합,운중로,근린상업,제2종근린생활,25m이상,85.0000,0.0000,31069.0000,5,,2011,-,,경기도 성남시분당구 운중동,4113511500
201501,5979,28,3000,9**,집합,운중로,근린상업,제2종근린생활,25m이상,73.0000,0.0000,22876.0000,5,,2011,-,,경기도 성남시분당구 운중동,4113511500
201501,5980,28,3000,9**,집합,운중로,근린상업,제2종근린생활,25m이상,97.0000,0.0000,36921.0000,5,,2011,-,,경기도 성남시분당구 운중동,4113511500
201501,5981,17,3000,9**,집합,운중로,근린상업,제1종근린생활,25m이상,42.0000,0.0000,40000.0000,,,2010,-,,경기도 성남시분당구 운중동,4113511500
201501,5982,10,3000,9**,집합,운중로,근린상업,제1종근린생활,25m이상,85.0000,0.0000,29500.0000,7,,2011,-,,경기도 성남시분당구 운중동,4113511500
201502,5619,17,2083,3*,집합,수내로,제3종일반주거,제1종근린생활,25m이상,24.0000,0.0000,15000.0000,,,1994,-,,경기도 성남시분당구 분당동,4113510100
201502,5620,09,2084,*,집합,황새울로258번길,중심상업,교육연구,25m미만,81.0000,0.0000,26500.0000,,,2002,-,,경기도 성남시분당구 수내동,4113510200
201502,5621,02,2084,1*,집합,황새울로200번길,중심상업,업무,25m미만,162.0000,0.0000,55412.0000,,,2003,-,,경기도 성남시분당구 수내동,4113510200
201502,5622,04,2084,5*,집합,내정로,근린상업,제1종근린생활,25m이상,85.0000,0.0000,14700.0000,-1,,1993,-,,경기도 성남시분당구 수내동,4113510200
201502,5623,27,2084,*,집합,황새울로258번길,중심상업,제1종근린생활,25m미만,14.0000,0.0000,2000.0000,2,,1995,-,,경기도 성남시분당구 수내동,4113510200
201502,5624,06,2084,5*,집합,내정로174번길,준주거,제1종근린생활,25m미만,24.0000,0.0000,8000.0000,-1,,1993,-,,경기도 성남시분당구 수내동,4113510200
201502,5625,09,2084,1*,집합,백현로101번길,중심상업,교육연구,25m미만,74.0000,0.0000,23500.0000,,,2002,-,,경기도 성남시분당구 수내동,4113510200
201502,5626,06,2085,1**,집합,정자일로,중심상업,제2종근린생활,25m이상,56.0000,0.0000,9500.0000,2,,2003,-,,경기도 성남시분당구 정자동,4113510300
201502,5627,25,2085,1**,집합,정자로,제3종일반주거,제2종근린생활,25m이상,37.0000,0.0000,30000.0000,1,,1994,-,,경기도 성남시분당구 정자동,4113510300
201502,5628,02,2085,*,집합,정자일로,중심상업,제2종근린생활,25m이상,86.0000,0.0000,40500.0000,2,,2004,-,,경기도 성남시분당구 정자동,4113510300
201502,5629,11,2085,*,집합,정자일로,중심상업,제1종근린생활,25m미만,127.0000,0.0000,58000.0000,3,,2004,-,,경기도 성남시분당구 정자동,4113510300
201502,5630,16,2085,*,집합,정자일로,중심상업,교육연구,25m미만,32.0000,0.0000,12000.0000,5,지분,2004,-,,경기도 성남시분당구 정자동,4113510300
201502,5631,28,2085,2**,집합,불정로,제2종일반주거,기타,12m미만,45.0000,0.0000,38000.0000,,,2005,-,,경기도 성남시분당구 정자동,4113510300
201502,5632,25,2086,3**,집합,불정로,근린상업,제1종근린생활,25m이상,9.0000,0.0000,1300.0000,-1,,1994,-,,경기도 성남시분당구 서현동,4113510500
201502,5633,10,2086,3**,집합,불정로,근린상업,제1종근린생활,25m이상,204.0000,0.0000,136000.0000,2,,2002,-,,경기도 성남시분당구 서현동,4113510500
201502,5634,05,2086,2**,집합,서현로,중심상업,제2종근린생활,25m이상,29.0000,0.0000,23500.0000,,,2004,-,,경기도 성남시분당구 서현동,4113510500
201502,5635,01,2086,2**,집합,서현로210번길,중심상업,업무,25m미만,192.0000,0.0000,92000.0000,4,,1994,-,,경기도 성남시분당구 서현동,4113510500
201502,5636,23,2086,2**,집합,서현로,중심상업,제2종근린생활,25m이상,75.0000,0.0000,250000.0000,1,,2004,-,,경기도 성남시분당구 서현동,4113510500
201502,5637,05,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,42.0000,0.0000,11700.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201502,5638,05,2086,2**,집합,분당로53번길,중심상업,제2종근린생활,25m미만,98.0000,0.0000,43700.0000,2,,1995,-,,경기도 성남시분당구 서현동,4113510500
201502,5639,05,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,37.0000,0.0000,10300.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201502,5640,05,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,84.0000,0.0000,23100.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201502,5641,13,2086,9*,집합,돌마로,근린상업,제1종근린생활,25m이상,19.0000,0.0000,28000.0000,,,1995,-,,경기도 성남시분당구 서현동,4113510500
201502,5642,13,2086,2**,집합,돌마로486번길,근린상업,교육연구,25m미만,82.0000,0.0000,29500.0000,3,,2004,-,,경기도 성남시분당구 서현동,4113510500
201502,5643,05,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,73.0000,0.0000,20000.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201502,5644,05,2086,2**,집합,서현로210번길,중심상업,제2종근린생활,25m이상,50.0000,0.0000,13900.0000,-1,,2001,-,,경기도 성남시분당구 서현동,4113510500
201502,5645,23,2087,1**,집합,판교로,근린상업,제2종근린생활,25m이상,83.0000,0.0000,104000.0000,1,,1994,-,,경기도 성남시분당구 이매동,4113510600
201502,5646,06,2088,3**,집합,야탑로81번길,중심상업,업무,25m이상,160.0000,0.0000,73500.0000,6,,1997,-,,경기도 성남시분당구 야탑동,4113510700
201502,5647,06,2088,3**,집합,매화로,근린상업,교육연구,25m이상,307.0000,0.0000,63500.0000,2,,1995,-,,경기도 성남시분당구 야탑동,4113510700
201502,5648,16,2088,3**,집합,야탑로,일반상업,판매,25m이상,64.0000,0.0000,18250.0000,,,1994,-,,경기도 성남시분당구 야탑동,4113510700
201502,5649,13,2088,1**,집합,야탑로,근린상업,제2종근린생활,25m미만,43.0000,0.0000,32700.0000,1,,2002,-,,경기도 성남시분당구 야탑동,4113510700
201502,5650,13,2088,2**,집합,벌말로,근린상업,제2종근린생활,25m미만,56.0000,0.0000,14000.0000,2,,1997,-,,경기도 성남시분당구 야탑동,4113510700
201502,5651,06,2088,3**,집합,장미로48번길,중심상업,제2종근린생활,25m미만,48.0000,0.0000,71000.0000,1,,2003,-,,경기도 성남시분당구 야탑동,4113510700
201502,5652,13,2088,2**,집합,벌말로,근린상업,제2종근린생활,25m미만,59.0000,0.0000,12000.0000,2,,1997,-,,경기도 성남시분당구 야탑동,4113510700
201502,5653,02,2088,5**,집합,매화로,제2종일반주거,제2종근린생활,25m이상,32.0000,0.0000,14500.0000,2,,1993,-,,경기도 성남시분당구 야탑동,4113510700
201502,5654,13,2088,3**,집합,성남대로925번길,중심상업,기타,25m미만,11.0000,0.0000,3115.0000,-1,지분,1998,-,,경기도 성남시분당구 야탑동,4113510700
201502,5655,06,2088,3**,집합,성남대로925번길,중심상업,기타,25m미만,13.0000,0.0000,3344.0000,-1,지분,1998,-,,경기도 성남시분당구 야탑동,4113510700
201502,5656,16,2088,3**,집합,장미로48번길,중심상업,제2종근린생활,25m미만,46.0000,0.0000,59800.0000,1,,2003,-,,경기도 성남시분당구 야탑동,4113510700
201502,5657,23,2088,2**,집합,벌말로40번길,근린상업,제1종근린생활,25m미만,62.0000,0.0000,9500.0000,2,,1995,-,,경기도 성남시분당구 야탑동,4113510700
201502,5658,06,2088,3**,집합,성남대로925번길,중심상업,기타,25m미만,11.0000,0.0000,2916.0000,-1,지분,1998,-,,경기도 성남시분당구 야탑동,4113510700
201502,5659,02,3016,6**,집합,판교로,제3종일반주거,제2종근린생활,25m미만,32.0000,0.0000,59700.0000,1,,2009,-,,경기도 성남시분당구 판교동,4113510800
201502,5660,26,3024,7**,집합,대왕판교로606번길,근린상업,판매,25m이상,68.0000,0.0000,162015.0000,1,,2013,-,,경기도 성남시분당구 삼평동,4113510900
201502,5661,02,3024,6**,집합,판교로255번길,준주거,제1종근린생활,25m미만,261.0000,0.0000,120013.0000,-1,,2011,-,,경기도 성남시분당구 삼평동,4113510900
201502,5662,11,3024,7**,집합,대왕판교로606번길,근린상업,판매,25m이상,20.0000,0.0000,50000.0000,,,2013,-,,경기도 성남시분당구 삼평동,4113510900
201502,5663,11,3024,7**,집합,대왕판교로606번길,근린상업,판매,25m이상,33.0000,0.0000,102049.0000,1,,2013,-,,경기도 성남시분당구 삼평동,4113510900
201502,5664,06,3085,4**,일반,안양판교로,보전녹지,제1종근린생활,8m미만,381.0000,2291.0000,497000.0000,,,2002,-,,경기도 성남시분당구 백현동,4113511000
