관리_건축물대장_PK,대지_면적,연면적,주_용도_코드_명,기타_용도,대지_위치,도로명_대지_위치,시군구명,번지
1000000000000000093758,227.6,237.6,단독주택,단독주택,경기도 성남시 분당구 운중동 880-1번지,경기도 성남시 분당구 하오개로401번길 7 (운중동),경기도 성남시 분당구 운중동,8**
1000000000000000093789,286.8,421.38,단독주택,단독주택,경기도 성남시 분당구 운중동 995-40번지,경기도 성남시 분당구 산운로185번길 38 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000000093843,230.2,286.67,단독주택,단독주택,경기도 성남시 분당구 운중동 1037-7번지,경기도 성남시 분당구 운중로166번길 28-9 (운중동),경기도 성남시 분당구 운중동,1***
1000000000000000104456,1462.2,5667.62,업무시설,업무시설(오피스텔),경기도 성남시 분당구 대장동 614-1번지,경기도 성남시 분당구 판교대장로8길 9 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000116430,11500.0,92.79,교육연구시설,교육연구시설(미금초등학교),경기도 성남시 분당구 구미동 68번지,경기도 성남시 분당구 미금로 151 (구미동),경기도 성남시 분당구 구미동,6*
1000000000000000116445,11500.0,31.9,교육연구시설,교육연구시설(미금초등학교),경기도 성남시 분당구 구미동 68번지,경기도 성남시 분당구 미금로 151 (구미동),경기도 성남시 분당구 구미동,6*
1000000000000000116446,11500.0,29.7,교육연구시설,교육연구시설(미금초등학교),경기도 성남시 분당구 구미동 68번지,경기도 성남시 분당구 미금로 151 (구미동),경기도 성남시 분당구 구미동,6*
1000000000000000133566,338.5,439.68,단독주택,단독주택,경기도 성남시 분당구 운중동 881-6번지,경기도 성남시 분당구 산운로 30 (운중동),경기도 성남시 분당구 운중동,8**
1000000000000000137022,1575.6,5968.36,업무시설,"업무시설(오피스텔),근린생활시설",경기도 성남시 분당구 대장동 614-2번지,경기도 성남시 분당구 판교대장로8길 15 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000137095,1451.1,5372.43,업무시설,"업무시설(오피스텔),근린생활시설",경기도 성남시 분당구 대장동 616-2번지,경기도 성남시 분당구 판교대장로8길 16 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000137153,1106.0,4208.3,업무시설,업무시설(오피스텔),경기도 성남시 분당구 대장동 618번지,경기도 성남시 분당구 판교대장로8길 22 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000137229,1505.6,5771.58,업무시설,업무시설(오피스텔),경기도 성남시 분당구 대장동 616-1번지,경기도 성남시 분당구 판교대장로8길 10 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000145358,388.0,153.27,단독주택,단독주택,경기도 성남시 분당구 이매동 43-29번지,경기도 성남시 분당구 방아로 78 (이매동),경기도 성남시 분당구 이매동,4*
1000000000000000145359,388.0,150.33,단독주택,단독주택,경기도 성남시 분당구 이매동 43-29번지,경기도 성남시 분당구 방아로 78 (이매동),경기도 성남시 분당구 이매동,4*
1000000000000000159280,987.0,176.0,제1종근린생활시설,제1종근린생활시설,경기도 성남시 분당구 백현동 472-70번지,경기도 성남시 분당구 대왕판교로 388 (백현동),경기도 성남시 분당구 백현동,4**
1000000000000000159611,2641.0,176.0,제1종근린생활시설,제1종근린생활시설(소매점),경기도 성남시 분당구 백현동 359-1번지,경기도 성남시 분당구 대왕판교로 396 (백현동),경기도 성남시 분당구 백현동,3**
1000000000000000351484,17397.9,49856.4316,판매시설,판매시설(판매시설),경기도 성남시 분당구 정자동 174-1번지,경기도 성남시 분당구 정자일로 121 (정자동),경기도 성남시 분당구 정자동,1**
1000000000000000379358,234.4,305.63,단독주택,단독주택(다가구주택),경기도 성남시 분당구 야탑동 281-4번지,경기도 성남시 분당구 장미로132번길 3-9 (야탑동),경기도 성남시 분당구 야탑동,2**
1000000000000000388551,18884.2,83063.27,숙박시설,"숙박시설(관광호텔,가족호텔)",경기도 성남시 분당구 정자동 4번지,경기도 성남시 분당구 백현로 26 (정자동),경기도 성남시 분당구 정자동,*
1000000000000000388552,18884.2,68.57,숙박시설,휴게시설(정자),경기도 성남시 분당구 정자동 4번지,경기도 성남시 분당구 백현로 26 (정자동),경기도 성남시 분당구 정자동,*
1000000000000000397676,2165.0,840.0,자동차관련시설,정비공장,경기도 성남시 분당구 금곡동 115-2번지,경기도 성남시 분당구 대왕판교로 190 (금곡동),경기도 성남시 분당구 금곡동,1**
1000000000000000458967,637.0,1371.72,교육연구시설,"교육연구시설, 제2종근린생활시설",경기도 성남시 분당구 백현동 546-7번지,경기도 성남시 분당구 동판교로 72 (백현동),경기도 성남시 분당구 백현동,5**
1000000000000000463630,654.0,499.115,단독주택,단독주택,경기도 성남시 분당구 대장동 1-31번지,경기도 성남시 분당구 두밀로123번길 7-2 (대장동),경기도 성남시 분당구 대장동,*
1000000000000000495123,246.1,515.61,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 598-4번지,경기도 성남시 분당구 판교대장로7길 15-2 (대장동),경기도 성남시 분당구 대장동,5**
1000000000000000495160,264.1,323.7311,단독주택,단독주택,경기도 성남시 분당구 판교동 558-1번지,경기도 성남시 분당구 서판교로74번길 16 (판교동),경기도 성남시 분당구 판교동,5**
1000000000000000507914,361.0,343.52,단독주택,단독주택,경기도 성남시 분당구 이매동 41-44번지,경기도 성남시 분당구 방아로69번길 6 (이매동),경기도 성남시 분당구 이매동,4*
1000000000000000517837,1666.0,588.81,제2종근린생활시설,"(일반음식점), 제1종근린생활시설(휴게음식점)",경기도 성남시 분당구 석운동 21-8번지,경기도 성남시 분당구 석운로 302 (석운동),경기도 성남시 분당구 석운동,2*
1000000000000000528134,1696.0,8044.41,자동차관련시설,자동차관련시설,경기도 성남시 분당구 운중동 934번지,경기도 성남시 분당구 운중로138번길 6 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000000549165,11500.9,909.95,교육연구시설,교육연구시설(초등학교),경기도 성남시 분당구 분당동 91번지,경기도 성남시 분당구 장안로51번길 10 (분당동),경기도 성남시 분당구 분당동,9*
1000000000000000549975,7117.0,850.02,문화및집회시설,"문화및집회시설(박물관, 체험관)",경기도 성남시 분당구 분당동 27번지,경기도 성남시 분당구 문정로 40 (분당동),경기도 성남시 분당구 분당동,2*
1000000000000000549976,7117.0,1428.6,문화및집회시설,문화및집회시설(체험관),경기도 성남시 분당구 분당동 27번지,경기도 성남시 분당구 문정로 40 (분당동),경기도 성남시 분당구 분당동,2*
1000000000000000552811,248.1,292.9,단독주택,단독주택,경기도 성남시 분당구 운중동 1042-6번지,경기도 성남시 분당구 운중로166번길 27-3 (운중동),경기도 성남시 분당구 운중동,1***
1000000000000000556576,234.9,375.45,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 607-1번지,경기도 성남시 분당구 판교대장로7길 6-23 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000561139,345.8,325.31,단독주택,단독주택,경기도 성남시 분당구 운중동 998-1번지,경기도 성남시 분당구 산운로170번길 6 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000000566068,249.2,392.13,단독주택,단독주택(단독주택(다가구주택(5가구)) 및 제2종근린생활시설),경기도 성남시 분당구 대장동 652번지,경기도 성남시 분당구 판교대장로3길 22 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000712421,261.9,520.37,단독주택,다가구주택,경기도 성남시 분당구 대장동 602-3번지,경기도 성남시 분당구 판교대장로7길 5-7 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000719301,234.8,290.63,단독주택,단독주택,경기도 성남시 분당구 판교동 514-10번지,경기도 성남시 분당구 판교로156번길 2 (판교동),경기도 성남시 분당구 판교동,5**
1000000000000000724248,278.8,535.7,단독주택,단독주택,경기도 성남시 분당구 대장동 656-2번지,경기도 성남시 분당구 판교대장로3길 8 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000000727932,17390.2,17.41,교육연구시설,재활용분리수거장,경기도 성남시 분당구 금곡동 123번지,경기도 성남시 분당구 금곡로 289 (금곡동),경기도 성남시 분당구 금곡동,1**
1000000000000000728506,17390.2,25.5,교육연구시설,재활용분리수거장,경기도 성남시 분당구 금곡동 123번지,경기도 성남시 분당구 금곡로 289 (금곡동),경기도 성남시 분당구 금곡동,1**
1000000000000000785648,513.1,654.94,단독주택,단독주택,경기도 성남시 분당구 구미동 258-4번지,경기도 성남시 분당구 구미로144번길 57-1 (구미동),경기도 성남시 분당구 구미동,2**
1000000000000000785989,2892.0,1312.16,단독주택,단독주택(다가구주택 및 제2종근린생활시설(사무소)),경기도 성남시 분당구 서현동 181번지,경기도 성남시 분당구 안골로 35 (서현동),경기도 성남시 분당구 서현동,1**
1000000000000000785990,2892.0,1308.59,단독주택,"단독주택(다가구주택 및 제1종근린생활시설(소매점),제2종근린생활시설(사무소))",경기도 성남시 분당구 서현동 181번지,경기도 성남시 분당구 안골로 35 (서현동),경기도 성남시 분당구 서현동,1**
1000000000000000785991,2892.0,562.62,단독주택,단독주택(다가구주택 및 제2종근린생활시설(사무소)),경기도 성남시 분당구 서현동 181번지,경기도 성남시 분당구 안골로 35 (서현동),경기도 성남시 분당구 서현동,1**
1000000000000000820891,409.4,826.49,제2종근린생활시설,"제2종근린생활시설,위락시설",경기도 성남시 분당구 정자동 19-3번지,경기도 성남시 분당구 정자일로198번길 6-5 (정자동),경기도 성남시 분당구 정자동,1*
1000000000000000824666,502.0,175.49,단독주택,단독주택,경기도 성남시 분당구 금곡동 33-4번지,경기도 성남시 분당구 쇳골로 69-1 (금곡동),경기도 성남시 분당구 금곡동,3*
1000000000000000860956,231.3,271.32,단독주택,단독주택,경기도 성남시 분당구 운중동 880-5번지,경기도 성남시 분당구 하오개로407번길 3-7 (운중동),경기도 성남시 분당구 운중동,8**
1000000000000000867913,11500.2,410.1,교육연구시설,교육연구시설(스탠드차양),경기도 성남시 분당구 이매동 102번지,경기도 성남시 분당구 양현로 194 (이매동),경기도 성남시 분당구 이매동,1**
1000000000000000882258,11500.3,328.56,교육연구시설,교육연구시설(차양막),경기도 성남시 분당구 구미동 115번지,경기도 성남시 분당구 미금로 121 (구미동),경기도 성남시 분당구 구미동,1**
1000000000000000898260,518.2,591.54,단독주택,단독주택,경기도 성남시 분당구 구미동 257-3번지,경기도 성남시 분당구 구미로144번길 67-4 (구미동),경기도 성남시 분당구 구미동,2**
1000000000000000979452,527.9,886.96,단독주택,단독주택(다가구주택),경기도 성남시 분당구 운중동 996-1번지,경기도 성남시 분당구 산운로171번길 23-1 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000001013417,657.0,499.58,제1종근린생활시설,제1종근린생활시설,경기도 성남시 분당구 운중동 55-3번지,경기도 성남시 분당구 하오개로 358-5 (운중동),경기도 성남시 분당구 운중동,5*
1000000000000001013522,339.2,540.68,단독주택,단독주택,경기도 성남시 분당구 운중동 995-22번지,경기도 성남시 분당구 산운로185번길 24 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000001021395,280.9,445.95,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 656-3번지,경기도 성남시 분당구 판교대장로3길 10 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001054180,1123.0,862.52,공동주택,공동주택(다세대주택),경기도 성남시 분당구 율동 270-3번지,경기도 성남시 분당구 새마을로165번길 25 (율동),경기도 성남시 분당구 율동,2**
1000000000000001054189,1123.0,844.05,공동주택,다세대주택,경기도 성남시 분당구 율동 270-3번지,경기도 성남시 분당구 새마을로165번길 25 (율동),경기도 성남시 분당구 율동,2**
1000000000000001054199,1123.0,563.7,공동주택,다세대주택,경기도 성남시 분당구 율동 270-3번지,경기도 성남시 분당구 새마을로165번길 25 (율동),경기도 성남시 분당구 율동,2**
1000000000000001070293,262.8,291.99,단독주택,단독주택,경기도 성남시 분당구 판교동 484-3번지,경기도 성남시 분당구 판교로209번길 37 (판교동),경기도 성남시 분당구 판교동,4**
1000000000000001070338,1092.0,613.62,단독주택,단독주택(단독주택 및 제1종근린생활시설(소매점)),경기도 성남시 분당구 대장동 1-51번지,,경기도 성남시 분당구 대장동,*
1000000000000001070342,231.3,260.91,단독주택,단독주택(단독주택),경기도 성남시 분당구 판교동 523-7번지,경기도 성남시 분당구 판교로198번길 7 (판교동),경기도 성남시 분당구 판교동,5**
1000000000000001095252,231.2,297.1,단독주택,단독주택(단독주택),경기도 성남시 분당구 운중동 1036-4번지,경기도 성남시 분당구 운중로166번길 20-8 (운중동),경기도 성남시 분당구 운중동,1***
1000000000000001142769,700.2,2650.36,제2종근린생활시설,"(휴게음식점, 사무소)",경기도 성남시 분당구 운중동 1017-2번지,경기도 성남시 분당구 운중로 194 (운중동),경기도 성남시 분당구 운중동,1***
1000000000000001142786,243.7,505.7,단독주택,단독주택(다가구주택및근린생활시설),경기도 성남시 분당구 대장동 606번지,경기도 성남시 분당구 판교대장로7길 16-4 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001160920,238.9,521.13,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 600번지,경기도 성남시 분당구 판교대장로7길 5-16 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001177344,458.0,351.9,단독주택,근린생활시설및 단독주택,경기도 성남시 분당구 이매동 272-6번지,경기도 성남시 분당구 이매로89번길 33-1 (이매동),경기도 성남시 분당구 이매동,2**
1000000000000001177345,457.0,317.35,단독주택,근린생활시설및 단독주택,경기도 성남시 분당구 이매동 272-16번지,경기도 성남시 분당구 이매로89번길 33-2 (이매동),경기도 성남시 분당구 이매동,2**
1000000000000001177346,486.0,315.65,단독주택,근린생활시설및 단독주택,경기도 성남시 분당구 이매동 272-17번지,경기도 성남시 분당구 이매로89번길 33-3 (이매동),경기도 성남시 분당구 이매동,2**
1000000000000001211866,399.5,719.31,단독주택,단독주택,경기도 성남시 분당구 운중동 995-8번지,경기도 성남시 분당구 산운로185번길 5 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000001223068,0.0,1645.78,교육연구시설,,경기도 성남시 분당구 구미동 215번지,경기도 성남시 분당구 미금로22번길 25 (구미동),경기도 성남시 분당구 구미동,2**
1000000000000001226450,284.0,282.99,공동주택,다세대주택(4세대),경기도 성남시 분당구 궁내동 340-1번지,경기도 성남시 분당구 궁내로22번길 9 (궁내동),경기도 성남시 분당구 궁내동,3**
1000000000000001232490,237.2,306.49,단독주택,단독주택,경기도 성남시 분당구 백현동 573-1번지,경기도 성남시 분당구 판교역로44번길 18-4 (백현동),경기도 성남시 분당구 백현동,5**
1000000000000001241131,235.0,374.512,단독주택,단독주택(다가구주택/제1종근린생활시설),경기도 성남시 분당구 대장동 607번지,경기도 성남시 분당구 판교대장로7길 6-25 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001241155,1286.0,12903.94,업무시설,업무시설(오피스텔),경기도 성남시 분당구 대장동 662번지,경기도 성남시 분당구 판교대장로 39 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001247588,1390.0,152.66,자동차관련시설,자동차관련시설(차고),경기도 성남시 분당구 대장동 블록,,경기도 성남시 분당구 대장동,블록
1000000000000001247589,1390.0,17.5,자동차관련시설,자동차관련시설(차고),경기도 성남시 분당구 대장동 블록,,경기도 성남시 분당구 대장동,블록
1000000000000001252257,418.0,617.91,제2종근린생활시설,제2종근린생활시설,경기도 성남시 분당구 정자동 18-8번지,경기도 성남시 분당구 정자일로198번길 24 (정자동),경기도 성남시 분당구 정자동,1*
1000000000000001252267,417.9,297.36,자동차관련시설,주차장,경기도 성남시 분당구 정자동 18-5번지,경기도 성남시 분당구 성남대로343번길 10-4 (정자동),경기도 성남시 분당구 정자동,1*
1000000000000001326578,208.4,257.1,단독주택,단독주택,경기도 성남시 분당구 판교동 643-7번지,경기도 성남시 분당구 판교원로299번길 8 (판교동),경기도 성남시 분당구 판교동,6**
1000000000000001341669,234.0,374.19,단독주택,단독주택(다가구(5가구)주택및제1종근린생활시설(소매점)),경기도 성남시 분당구 대장동 607-9번지,경기도 성남시 분당구 판교대장로7길 6-39 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001353761,246.9,433.28,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 648-5번지,경기도 성남시 분당구 판교대장로4길 12-10 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001353766,228.1,178.26,단독주택,단독주택(단독주택),경기도 성남시 분당구 판교동 504-1번지,경기도 성남시 분당구 판교로197번길 16-1 (판교동),경기도 성남시 분당구 판교동,5**
1000000000000001364975,1676.3,14924.85,업무시설,업무시설(오피스텔),경기도 성남시 분당구 대장동 660번지,경기도 성남시 분당구 판교대장로2길 12 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001369641,266.1,425.67,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 602번지,경기도 성남시 분당구 판교대장로7길 5-13 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001370500,627.0,110.5,제1종근린생활시설,휴게음식점,경기도 성남시 분당구 야탑동 400-2번지,경기도 성남시 분당구 판교로610번길 1-8 (야탑동),경기도 성남시 분당구 야탑동,4**
1000000000000001376336,0.0,1520.48,교육연구시설,교육연구시설,경기도 성남시 분당구 동원동 157-1번지,경기도 성남시 분당구 동막로 287 (동원동),경기도 성남시 분당구 동원동,1**
1000000000000001381129,909.0,178.12,제1종근린생활시설,제1종근린생활시설(휴게음식점),경기도 성남시 분당구 하산운동 369-6번지,경기도 성남시 분당구 두밀로 10 (하산운동),경기도 성남시 분당구 하산운동,3**
1000000000000001381275,235.0,375.8,단독주택,"단독주택(다가구주택), 근린생활시설(일반음식점)",경기도 성남시 분당구 대장동 607-2번지,경기도 성남시 분당구 판교대장로7길 6-21 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001381354,265.0,236.25,단독주택,단독주택(단독주택),경기도 성남시 분당구 대장동 654번지,경기도 성남시 분당구 판교대장로3길 39 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001408112,0.0,57.4,교육연구시설,교육연구시설(차양막[4구간]),경기도 성남시 분당구 정자동 203번지,경기도 성남시 분당구 돌마로 250 (정자동),경기도 성남시 분당구 정자동,2**
1000000000000001408113,0.0,66.6,교육연구시설,교육연구시설(차양막[3구간]),경기도 성남시 분당구 정자동 203번지,경기도 성남시 분당구 돌마로 250 (정자동),경기도 성남시 분당구 정자동,2**
1000000000000001408265,0.0,15.6,교육연구시설,교육연구시설(차양막[1구간]),경기도 성남시 분당구 정자동 203번지,경기도 성남시 분당구 돌마로 250 (정자동),경기도 성남시 분당구 정자동,2**
1000000000000001408266,0.0,6.72,교육연구시설,교육연구시설(차양막[2구간]),경기도 성남시 분당구 정자동 203번지,경기도 성남시 분당구 돌마로 250 (정자동),경기도 성남시 분당구 정자동,2**
1000000000000001431865,256.1,497.7,단독주택,다가구주택,경기도 성남시 분당구 대장동 605-2번지,경기도 성남시 분당구 판교대장로7길 10 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001443926,243.9,390.22,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 606-4번지,경기도 성남시 분당구 판교대장로7길 16-12 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001467474,555.0,554.16,공동주택,공동주택,경기도 성남시 분당구 궁내동 340-6번지,경기도 성남시 분당구 궁내로40번길 19 (궁내동),경기도 성남시 분당구 궁내동,3**
1000000000000001489595,1425.0,1334.44,단독주택,단독주택,경기도 성남시 분당구 하산운동 376-25번지,경기도 성남시 분당구 두밀로123번길 57-6 (하산운동),경기도 성남시 분당구 하산운동,3**
1000000000000001499911,659.2,445.83,단독주택,단독주택,경기도 성남시 분당구 금곡동 74-27번지,경기도 성남시 분당구 쇳골북로32번길 30 (금곡동),경기도 성남시 분당구 금곡동,7*
1000000000000001500182,1103.0,3203.63,자동차관련시설,"자동차관련시설(주차장,제2종근린생활시설(일반음식점,사무소))",경기도 성남시 분당구 대장동 627-1번지,경기도 성남시 분당구 판교대장로6길 20 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001502580,10067.6,4828.33,방송통신시설,방송통신시설(데이터센터),경기도 성남시 분당구 구미동 192-2번지,경기도 성남시 분당구 성남대로2번길 12 (구미동),경기도 성남시 분당구 구미동,1**
1000000000000001569313,583.0,230.234,제1종근린생활시설,소매점,경기도 성남시 분당구 이매동 260-2번지,경기도 성남시 분당구 이매로 82-1 (이매동),경기도 성남시 분당구 이매동,2**
1000000000000001571842,230.8,291.97,단독주택,단독주택,경기도 성남시 분당구 판교동 484-5번지,경기도 성남시 분당구 판교로197번길 32 (판교동),경기도 성남시 분당구 판교동,4**
1000000000000001585173,280.7,554.57,단독주택,"단독주택(다가구주택, 제1종근린생활시설(소매점))",경기도 성남시 분당구 대장동 608-4번지,경기도 성남시 분당구 판교대장로7길 6-7 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001589338,11500.4,1955.36,교육연구시설,"체육관, 식당",경기도 성남시 분당구 서현동 303번지,경기도 성남시 분당구 돌마로476번길 30 (서현동),경기도 성남시 분당구 서현동,3**
1000000000000001592724,249.2,398.29,단독주택,단독주택(다가구주택),경기도 성남시 분당구 대장동 602-7번지,경기도 성남시 분당구 판교대장로7길 5 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001599082,1490.0,2.457,단독주택,단독주택(창고),경기도 성남시 분당구 분당동 189-5번지,경기도 성남시 분당구 예원로36번길 18-1 (분당동),경기도 성남시 분당구 분당동,1**
1000000000000001601345,670.0,590.88,노유자시설,노인복지시설,경기도 성남시 분당구 궁내동 352-6번지,경기도 성남시 분당구 궁내로40번길 9 (궁내동),경기도 성남시 분당구 궁내동,3**
1000000000000001613481,556.0,555.56,공동주택,공동주택,경기도 성남시 분당구 궁내동 340-3번지,경기도 성남시 분당구 궁내로40번길 19-1 (궁내동),경기도 성남시 분당구 궁내동,3**
1000000000000001618272,536.0,399.62,제1종근린생활시설,"제1종근린생활시설(휴게음식점,단독주택)",경기도 성남시 분당구 석운동 70-72번지,경기도 성남시 분당구 석운로120번길 18 (석운동),경기도 성남시 분당구 석운동,7*
1000000000000001623730,1200.0,821.68,제2종근린생활시설,제조업소,경기도 성남시 분당구 궁내동 352-2번지,경기도 성남시 분당구 궁내로 46-8 (궁내동),경기도 성남시 분당구 궁내동,3**
1000000000000001630529,265.0,325.37,단독주택,단독주택(단독주택),경기도 성남시 분당구 운중동 1000-9번지,경기도 성남시 분당구 산운로170번길 3-7 (운중동),경기도 성남시 분당구 운중동,1***
1000000000000001679536,222.6,251.21,단독주택,단독주택(단독주택),경기도 성남시 분당구 판교동 525-6번지,경기도 성남시 분당구 판교로210번길 12 (판교동),경기도 성남시 분당구 판교동,5**
1000000000000001694368,238.3,297.3,단독주택,단독주택(단독주택),경기도 성남시 분당구 판교동 640-10번지,경기도 성남시 분당구 판교원로287번길 4 (판교동),경기도 성남시 분당구 판교동,6**
1000000000000001708348,413.4,724.64,단독주택,단독주택(단독주택),경기도 성남시 분당구 운중동 996-25번지,경기도 성남시 분당구 산운로171번길 18 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000001708850,1079.0,479.8,제1종근린생활시설,"제1종근린생활시설(휴게음식점, 소매점)",경기도 성남시 분당구 운중동 35-4번지,경기도 성남시 분당구 하오개로344번길 8 (운중동),경기도 성남시 분당구 운중동,3*
1000000000000001735560,1123.0,165.81,제1종근린생활시설,휴게음식점,경기도 성남시 분당구 금곡동 379-2번지,경기도 성남시 분당구 대왕판교로 105 (금곡동),경기도 성남시 분당구 금곡동,3**
1000000000000001756366,0.0,855.72,교육연구시설,다목적체육관,경기도 성남시 분당구 정자동 113번지,경기도 성남시 분당구 돌마로 303 (정자동),경기도 성남시 분당구 정자동,1**
1000000000000001769784,554.0,1688.63,업무시설,업무시설(오피스텔),경기도 성남시 분당구 대장동 618-1번지,경기도 성남시 분당구 판교대장로8길 24 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001790583,25068.1,175751.38,교육연구시설,"교육연구시설(연구소),업무시설(일반사무소)",경기도 성남시 분당구 정자동 4-5번지,경기도 성남시 분당구 분당수서로 477 (정자동),경기도 성남시 분당구 정자동,*
1000000000000001816063,18844.5,35.06,제1종근린생활시설,제1종근린생활시설(공중화장실),경기도 성남시 분당구 대장동 633번지,경기도 성남시 분당구 판교대장로6길 7 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001816064,18844.5,46.06,제1종근린생활시설,제1종근린생활시설(관리사무실),경기도 성남시 분당구 대장동 633번지,경기도 성남시 분당구 판교대장로6길 7 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001832474,945.0,162.0,제1종근린생활시설,제1종근린생활시설(소매점),경기도 성남시 분당구 금곡동 115-4번지,경기도 성남시 분당구 대왕판교로 182 (금곡동),경기도 성남시 분당구 금곡동,1**
1000000000000001833195,945.0,162.0,제1종근린생활시설,제1종근린생활시설(소매점),경기도 성남시 분당구 금곡동 115-5번지,경기도 성남시 분당구 대왕판교로 186 (금곡동),경기도 성남시 분당구 금곡동,1**
1000000000000001842167,25692.4,35.06,제1종근린생활시설,제1종근린생활시설(공중화장실),경기도 성남시 분당구 대장동 643번지,경기도 성남시 분당구 판교대장로 36 (대장동),경기도 성남시 분당구 대장동,6**
1000000000000001915403,4541.7,31.0,제1종근린생활시설,공중화장실,경기도 성남시 분당구 야탑동 534번지,경기도 성남시 분당구 판교로429번길 21 (야탑동),경기도 성남시 분당구 야탑동,5**
1000000000000001923360,750.0,1938.17,업무시설,업무시설(자치단체청사),경기도 성남시 분당구 수내동 59번지,경기도 성남시 분당구 내정로166번길 17 (수내동),경기도 성남시 분당구 수내동,5*
1000000000000001929907,489.0,330.882,단독주택,단독주택,경기도 성남시 분당구 이매동 41-37번지,경기도 성남시 분당구 방아로69번길 3 (이매동),경기도 성남시 분당구 이매동,4*
1000000000000001968616,307.7,296.24,단독주택,단독주택,경기도 성남시 분당구 판교동 528-2번지,경기도 성남시 분당구 판교로210번길 26 (판교동),경기도 성남시 분당구 판교동,5**
1000000000000001986644,255.0,149.76,제1종근린생활시설,제1종근린생활시설,경기도 성남시 분당구 대장동 318-13번지,경기도 성남시 분당구 판교대장로 21 (대장동),경기도 성남시 분당구 대장동,3**
1000000000000002024777,864.0,498.6,제1종근린생활시설,제1종근린생활시설,경기도 성남시 분당구 금곡동 379-1번지,경기도 성남시 분당구 대왕판교로 105-1 (금곡동),경기도 성남시 분당구 금곡동,3**
1000000000000002037043,393.3,559.54,단독주택,단독주택,경기도 성남시 분당구 운중동 996-4번지,경기도 성남시 분당구 산운로171번길 17 (운중동),경기도 성남시 분당구 운중동,9**
1000000000000002066349,1401.0,837.66,제2종근린생활시설,자동차영업소,경기도 성남시 분당구 궁내동 256-4번지,경기도 성남시 분당구 대왕판교로 304 (궁내동),경기도 성남시 분당구 궁내동,2**
1000000000000002071827,2854.0,366.755,단독주택,단독주택,경기도 성남시 분당구 이매동 52-49번지,경기도 성남시 분당구 방아로46번길 21-8 (이매동),경기도 성남시 분당구 이매동,5*
1000000000000002071828,2854.0,363.272,단독주택,단독주택,경기도 성남시 분당구 이매동 52-49번지,경기도 성남시 분당구 방아로46번길 21-8 (이매동),경기도 성남시 분당구 이매동,5*
1000000000000002071829,2854.0,371.243,단독주택,단독주택,경기도 성남시 분당구 이매동 52-49번지,경기도 성남시 분당구 방아로46번길 21-8 (이매동),경기도 성남시 분당구 이매동,5*
1000000000000002071830,2854.0,363.272,단독주택,단독주택,경기도 성남시 분당구 이매동 52-49번지,경기도 성남시 분당구 방아로46번길 21-8 (이매동),경기도 성남시 분당구 이매동,5*
1000000000000002071831,2854.0,378.82,단독주택,단독주택,경기도 성남시 분당구 이매동 52-49번지,경기도 성남시 분당구 방아로46번길 21-8 (이매동),경기도 성남시 분당구 이매동,5*
