관리_건축물대장_PK,대지_면적,연면적,주_용도_코드_명,기타_용도,대지_위치,도로명_대지_위치,시군구명,번지
10891100229736,292.4,399.51,단독주택,다가구주택(2가구),경기도 성남시 분당구 운중동 878-2번지,경기도 성남시 분당구 하오개로391번길 3-1 (운중동),경기도 성남시 분당구 운중동,8**
10891100229758,228.7,219.66,단독주택,단독주택,경기도 성남시 분당구 운중동 984-10번지,경기도 성남시 분당구 산운로159번길 7 (운중동),경기도 성남시 분당구 운중동,9**
10891100229776,222.3,277.31,단독주택,단독주택,경기도 성남시 분당구 판교동 481-7번지,경기도 성남시 분당구 판교로209번길 49-6 (판교동),경기도 성남시 분당구 판교동,4**
10891100229777,263.9,216.38,단독주택,단독주택,경기도 성남시 분당구 운중동 1001-11번지,경기도 성남시 분당구 산운로208번길 32-4 (운중동),경기도 성남시 분당구 운중동,1***
10891100229796,231.5,218.78,단독주택,단독주택(다가구주택),경기도 성남시 분당구 판교동 548-1번지,경기도 성남시 분당구 서판교로88번길 16 (판교동),경기도 성남시 분당구 판교동,5**
10891100229797,231.9,250.86,단독주택,단독주택,경기도 성남시 분당구 판교동 550번지,경기도 성남시 분당구 판교로210번길 88-5 (판교동),경기도 성남시 분당구 판교동,5**
10891100229825,231.0,198.06,단독주택,단독주택,경기도 성남시 분당구 판교동 506번지,경기도 성남시 분당구 판교로197번길 12 (판교동),경기도 성남시 분당구 판교동,5**
10891100229826,228.7,205.58,단독주택,단독주택,경기도 성남시 분당구 판교동 544-1번지,경기도 성남시 분당구 서판교로108번길 4-8 (판교동),경기도 성남시 분당구 판교동,5**
10891100229836,675.0,623.96,공동주택,다세대주택,경기도 성남시 분당구 이매동 95-3번지,경기도 성남시 분당구 성남대로762번길 12 (이매동),경기도 성남시 분당구 이매동,9*
10891100229856,201.0,232.36,단독주택,단독주택(다가구주택),경기도 성남시 분당구 궁내동 362-3번지,경기도 성남시 분당구 궁내로 74 (궁내동),경기도 성남시 분당구 궁내동,3**
10891100229857,284.1,254.74,단독주택,단독주택,경기도 성남시 분당구 판교동 561번지,경기도 성남시 분당구 서판교로66번길 4 (판교동),경기도 성남시 분당구 판교동,5**
10891100229876,239.9,255.29,단독주택,단독주택,경기도 성남시 분당구 판교동 658-9번지,경기도 성남시 분당구 판교원로286번길 11 (판교동),경기도 성남시 분당구 판교동,6**
10891100229877,237.8,212.31,단독주택,단독주택,경기도 성남시 분당구 판교동 514-2번지,경기도 성남시 분당구 판교로156번길 4-18 (판교동),경기도 성남시 분당구 판교동,5**
10891100229896,239.0,244.61,단독주택,단독주택,경기도 성남시 분당구 운중동 1039-5번지,경기도 성남시 분당구 운중로166번길 28-4 (운중동),경기도 성남시 분당구 운중동,1***
10891100229916,284.8,481.09,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 백현동 583-5번지,경기도 성남시 분당구 판교역로2번길 4 (백현동),경기도 성남시 분당구 백현동,5**
10891100229917,231.9,230.72,단독주택,단독주택,경기도 성남시 분당구 판교동 569-12번지,경기도 성남시 분당구 서판교로44번길 18-5 (판교동),경기도 성남시 분당구 판교동,5**
10891100229936,231.4,290.17,단독주택,단독주택(다가구주택2가구),경기도 성남시 분당구 판교동 571-3번지,경기도 성남시 분당구 서판교로32번길 19-12 (판교동),경기도 성남시 분당구 판교동,5**
10891100229937,222.1,217.01,단독주택,단독주택,경기도 성남시 분당구 판교동 539-4번지,경기도 성남시 분당구 서판교로108번길 3-14 (판교동),경기도 성남시 분당구 판교동,5**
10891100229940,271.7,307.38,단독주택,단독주택,경기도 성남시 분당구 판교동 571-5번지,경기도 성남시 분당구 서판교로32번길 19-16 (판교동),경기도 성남시 분당구 판교동,5**
10891100229941,10785.0,83638.9,업무시설,"업무시설,제1,2종근린생활시설,운동시설",경기도 성남시 분당구 삼평동 682번지,경기도 성남시 분당구 대왕판교로 670 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100230136,261.4,244.98,단독주택,단독주택,경기도 성남시 분당구 백현동 572-5번지,경기도 성남시 분당구 판교역로18번길 3-2 (백현동),경기도 성남시 분당구 백현동,5**
10891100230137,17408.4,136465.53,업무시설,"업무시설,제1,2종근린생활시설,문화및집회시설,판매시설",경기도 성남시 분당구 삼평동 670번지,경기도 성남시 분당구 대왕판교로 660 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100230376,250.6,224.67,단독주택,단독주택,경기도 성남시 분당구 운중동 908-12번지,경기도 성남시 분당구 판교원로14번길 6 (운중동),경기도 성남시 분당구 운중동,9**
10891100230396,319.8,572.75,단독주택,"단독주택(다가구주택),제1종근린생활시설",경기도 성남시 분당구 운중동 970-4번지,경기도 성남시 분당구 산운로160번길 18 (운중동),경기도 성남시 분당구 운중동,9**
10891100230397,660.0,91.05,제2종근린생활시설,제2종근린생활시설,경기도 성남시 분당구 궁내동 304-5번지,경기도 성남시 분당구 대왕판교로361번길 12 (궁내동),경기도 성남시 분당구 궁내동,3**
10891100230399,441.1,525.89,단독주택,단독주택,경기도 성남시 분당구 구미동 258-2번지,경기도 성남시 분당구 구미로144번길 59 (구미동),경기도 성남시 분당구 구미동,2**
10891100230400,262.7,387.96,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 운중동 1029-2번지,경기도 성남시 분당구 판교로25번길 18-3 (운중동),경기도 성남시 분당구 운중동,1***
10891100230401,227.9,221.12,단독주택,단독주택,경기도 성남시 분당구 판교동 568-2번지,경기도 성남시 분당구 서판교로44번길 29-11 (판교동),경기도 성남시 분당구 판교동,5**
10891100230402,235.9,194.05,단독주택,단독주택,경기도 성남시 분당구 운중동 985-1번지,경기도 성남시 분당구 산운로151번길 7-10 (운중동),경기도 성남시 분당구 운중동,9**
10891100230417,0.0,726.67,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230424,0.0,1395.45,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230437,0.0,752.58,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230444,0.0,1310.8,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230457,0.0,884.02,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230466,0.0,1310.63,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230479,0.0,1778.67,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230496,0.0,1457.0,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230509,0.0,2665.3,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230534,0.0,1467.38,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230547,0.0,2665.3,공동주택,도시형생활주택,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230572,0.0,538.66,공동주택,지하주차장1,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230573,0.0,610.46,공동주택,지하주차장2,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230574,0.0,780.73,공동주택,지하주차장3,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230575,0.0,554.15,공동주택,지하주차장4,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230576,0.0,221.3,공동주택,지하주차장5,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230577,0.0,280.71,공동주택,지하주차장6,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230578,0.0,783.52,공동주택,지하주차장7,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230579,0.0,894.29,공동주택,지하주차장8,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230580,0.0,1195.34,공동주택,지하주차장9,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230581,0.0,1261.1,공동주택,지하주차장10,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230582,0.0,1136.05,공동주택,지하주차장11,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230583,0.0,124.96,공동주택,관리사무소,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230584,0.0,67.85,공동주택,경로당,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230585,0.0,135.7,공동주택,주민공동시설,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230586,0.0,15.5,공동주택,경비실,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230587,0.0,118.7,공동주택,펌프실,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230588,0.0,183.13,공동주택,전기실/발전기실,경기도 성남시 분당구 운중동 307번지,경기도 성남시 분당구 하오개로 377 (운중동),경기도 성남시 분당구 운중동,3**
10891100230592,288.6,437.86,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 백현동 583-2번지,경기도 성남시 분당구 판교역로2번길 10 (백현동),경기도 성남시 분당구 백현동,5**
10891100230593,264.3,436.89,단독주택,"단독주택(다가구주택),제1종근린생활시설",경기도 성남시 분당구 판교동 605-8번지,경기도 성남시 분당구 판교공원로1길 50 (판교동),경기도 성남시 분당구 판교동,6**
10891100230594,242.9,299.18,단독주택,단독주택,경기도 성남시 분당구 운중동 907-8번지,경기도 성남시 분당구 운중로14번길 29 (운중동),경기도 성남시 분당구 운중동,9**
10891100230616,231.0,299.09,단독주택,단독주택,경기도 성남시 분당구 운중동 876-5번지,경기도 성남시 분당구 하오개로391번길 8-3 (운중동),경기도 성남시 분당구 운중동,8**
10891100230617,230.5,216.59,단독주택,단독주택(다가구주택),경기도 성남시 분당구 운중동 911-15번지,경기도 성남시 분당구 운중로14번길 41 (운중동),경기도 성남시 분당구 운중동,9**
10891100230618,238.3,251.66,단독주택,단독주택(다가구주택2가구),경기도 성남시 분당구 운중동 1039-1번지,경기도 성남시 분당구 운중로166번길 20-18 (운중동),경기도 성남시 분당구 운중동,1***
10891100230621,319.5,328.39,단독주택,단독주택,경기도 성남시 분당구 운중동 1007번지,경기도 성남시 분당구 산운로208번길 14-7 (운중동),경기도 성남시 분당구 운중동,1***
10891100230637,273.9,298.94,단독주택,단독주택,경기도 성남시 분당구 운중동 1037-2번지,경기도 성남시 분당구 판교원로117번길 6 (운중동),경기도 성남시 분당구 운중동,1***
10891100230638,226.8,246.26,단독주택,단독주택,경기도 성남시 분당구 판교동 507-13번지,경기도 성남시 분당구 판교로197번길 4-5 (판교동),경기도 성남시 분당구 판교동,5**
10891100230639,293.2,426.75,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 판교동 619-9번지,경기도 성남시 분당구 판교공원로5길 15 (판교동),경기도 성남시 분당구 판교동,6**
10891100230640,240.2,219.6,단독주택,단독주택,경기도 성남시 분당구 판교동 538-8번지,경기도 성남시 분당구 서판교로108번길 3-9 (판교동),경기도 성남시 분당구 판교동,5**
10891100230656,231.4,235.65,단독주택,단독주택,경기도 성남시 분당구 운중동 986-8번지,경기도 성남시 분당구 산운로139번길 18 (운중동),경기도 성남시 분당구 운중동,9**
10891100230676,330.7,318.71,단독주택,단독주택,경기도 성남시 분당구 판교동 528-1번지,경기도 성남시 분당구 서판교로132번길 26 (판교동),경기도 성남시 분당구 판교동,5**
10891100230677,224.6,201.86,단독주택,단독주택(다가구주택2가구),경기도 성남시 분당구 판교동 648-10번지,경기도 성남시 분당구 판교원로311번길 16-7 (판교동),경기도 성남시 분당구 판교동,6**
10891100230678,284.1,401.59,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 판교동 598-6번지,경기도 성남시 분당구 판교공원로2길 23 (판교동),경기도 성남시 분당구 판교동,5**
10891100230679,235.2,280.39,단독주택,단독주택,경기도 성남시 분당구 판교동 488-5번지,경기도 성남시 분당구 서판교로188번길 7-1 (판교동),경기도 성남시 분당구 판교동,4**
10891100230716,227.0,205.84,단독주택,단독주택,경기도 성남시 분당구 판교동 536-11번지,경기도 성남시 분당구 서판교로118번길 5 (판교동),경기도 성남시 분당구 판교동,5**
10891100230717,291.7,293.04,단독주택,단독주택,경기도 성남시 분당구 판교동 486-6번지,경기도 성남시 분당구 판교로197번길 35 (판교동),경기도 성남시 분당구 판교동,4**
10891100230718,331.7,682.28,제2종근린생활시설,제2종근린생활시설,경기도 성남시 분당구 운중동 883-2번지,경기도 성남시 분당구 산운로32번길 10 (운중동),경기도 성남시 분당구 운중동,8**
10891100230736,224.8,226.24,단독주택,단독주택,경기도 성남시 분당구 판교동 648-5번지,경기도 성남시 분당구 서판교로6번길 34 (판교동),경기도 성남시 분당구 판교동,6**
10891100230777,286.8,494.58,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 백현동 592-1번지,경기도 성남시 분당구 동판교로52번길 17-1 (백현동),경기도 성남시 분당구 백현동,5**
10891100230778,225.3,292.05,단독주택,단독주택,경기도 성남시 분당구 백현동 576-4번지,경기도 성남시 분당구 판교역로 18 (백현동),경기도 성남시 분당구 백현동,5**
10891100230779,270.4,459.36,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 백현동 565-3번지,경기도 성남시 분당구 판교역로18번길 24 (백현동),경기도 성남시 분당구 백현동,5**
10891100230796,224.9,205.09,단독주택,단독주택,경기도 성남시 분당구 판교동 524-3번지,경기도 성남시 분당구 판교로210번길 4-3 (판교동),경기도 성남시 분당구 판교동,5**
10891100230797,231.0,237.64,단독주택,단독주택,경기도 성남시 분당구 판교동 501-2번지,경기도 성남시 분당구 판교로197번길 17 (판교동),경기도 성남시 분당구 판교동,5**
10891100230800,231.3,195.62,단독주택,단독주택,경기도 성남시 분당구 운중동 1043-1번지,경기도 성남시 분당구 운중로166번길 27-2 (운중동),경기도 성남시 분당구 운중동,1***
10891100230836,232.2,177.31,단독주택,단독주택,경기도 성남시 분당구 운중동 910-4번지,경기도 성남시 분당구 판교원로30번길 4-8 (운중동),경기도 성남시 분당구 운중동,9**
10891100230856,288.3,400.37,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 판교동 619-5번지,경기도 성남시 분당구 판교공원로5길 25-1 (판교동),경기도 성남시 분당구 판교동,6**
10891100230857,226.6,219.98,단독주택,단독주택,경기도 성남시 분당구 판교동 579번지,경기도 성남시 분당구 서판교로32번길 20 (판교동),경기도 성남시 분당구 판교동,5**
10891100230876,264.0,327.29,단독주택,단독주택,경기도 성남시 분당구 판교동 500-7번지,경기도 성남시 분당구 판교로197번길 3-3 (판교동),경기도 성남시 분당구 판교동,5**
10891100230877,231.47,207.76,단독주택,단독주택,경기도 성남시 분당구 판교동 535-10번지,경기도 성남시 분당구 서판교로126번길 4-13 (판교동),경기도 성남시 분당구 판교동,5**
10891100230878,729.2,8588.12,제1종근린생활시설,"제1,2종근린생활시설, 업무시설, 의료시설",경기도 성남시 분당구 삼평동 643번지,경기도 성남시 분당구 판교역로 184 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100230879,4064.62,8521.83,자동차관련시설,자동차관련시설,경기도 성남시 분당구 야탑동 385번지,경기도 성남시 분당구 야탑로111번길 12-14 (야탑동),경기도 성남시 분당구 야탑동,3**
10891100230881,291.0,461.05,단독주택,"단독주택(다가구주택), 제1종근린생활시설",경기도 성남시 분당구 판교동 598-1번지,경기도 성남시 분당구 판교공원로2길 53 (판교동),경기도 성남시 분당구 판교동,5**
10891100230916,226.9,198.4,단독주택,단독주택,경기도 성남시 분당구 판교동 507-8번지,경기도 성남시 분당구 판교로209번길 3 (판교동),경기도 성남시 분당구 판교동,5**
10891100230918,231.5,202.016,단독주택,단독주택,경기도 성남시 분당구 운중동 1041-1번지,경기도 성남시 분당구 운중로166번길 19-6 (운중동),경기도 성남시 분당구 운중동,1***
10891100230956,5410.0,14926.4,자동차관련시설,"자동차관련시설(정비공장,매매장)",경기도 성남시 분당구 서현동 197-1번지,경기도 성남시 분당구 새마을로 31 (서현동),경기도 성남시 분당구 서현동,1**
10891100230977,234.75,255.72,단독주택,단독주택,경기도 성남시 분당구 판교동 543-10번지,경기도 성남시 분당구 서판교로108번길 4-3 (판교동),경기도 성남시 분당구 판교동,5**
10891100230979,287.2,492.49,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 판교동 605-4번지,경기도 성남시 분당구 판교공원로1길 40 (판교동),경기도 성남시 분당구 판교동,6**
10891100230980,265.2,365.68,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 백현동 579-5번지,경기도 성남시 분당구 판교역로10번길 14-3 (백현동),경기도 성남시 분당구 백현동,5**
10891100230998,247.9,220.0,단독주택,단독주택,경기도 성남시 분당구 운중동 1046-3번지,경기도 성남시 분당구 판교원로153번길 9-2 (운중동),경기도 성남시 분당구 운중동,1***
10891100230999,405.7,275.22,단독주택,단독주택,경기도 성남시 분당구 판교동 516-7번지,경기도 성남시 분당구 판교로156번길 6 (판교동),경기도 성남시 분당구 판교동,5**
10891100231001,231.0,297.59,단독주택,단독주택,경기도 성남시 분당구 판교동 640-7번지,경기도 성남시 분당구 판교원로287번길 4-7 (판교동),경기도 성남시 분당구 판교동,6**
10891100231042,248.1,293.21,단독주택,단독주택,경기도 성남시 분당구 운중동 1035-5번지,경기도 성남시 분당구 운중로166번길 19-9 (운중동),경기도 성남시 분당구 운중동,1***
10891100231043,231.7,298.89,단독주택,단독주택,경기도 성남시 분당구 운중동 985-4번지,경기도 성남시 분당구 산운로151번길 7-4 (운중동),경기도 성남시 분당구 운중동,9**
10891100231044,226.5,189.3,단독주택,단독주택,경기도 성남시 분당구 판교동 579-2번지,경기도 성남시 분당구 서판교로32번길 20-4 (판교동),경기도 성남시 분당구 판교동,5**
10891100231046,254.9,245.65,단독주택,단독주택,경기도 성남시 분당구 판교동 545-13번지,경기도 성남시 분당구 서판교로100번길 4-3 (판교동),경기도 성남시 분당구 판교동,5**
10891100231057,230.6,216.11,단독주택,단독주택,경기도 성남시 분당구 판교동 509-3번지,경기도 성남시 분당구 판교로210번길 4-8 (판교동),경기도 성남시 분당구 판교동,5**
10891100231058,264.0,398.11,단독주택,단독주택,경기도 성남시 분당구 운중동 1005-4번지,경기도 성남시 분당구 산운로208번길 22-13 (운중동),경기도 성남시 분당구 운중동,1***
10891100231059,231.5,184.83,단독주택,단독주택,경기도 성남시 분당구 운중동 1048-5번지,경기도 성남시 분당구 판교원로153번길 4-3 (운중동),경기도 성남시 분당구 운중동,1***
10891100231076,1994.4,18871.41,제1종근린생활시설,"업무시설,제1,2종근린생활시설,판매시설,운동시설",경기도 성남시 분당구 서현동 261-5번지,경기도 성남시 분당구 황새울로335번길 5 (서현동),경기도 성남시 분당구 서현동,2**
10891100231116,4353.0,5259.63,종교시설,"종교시설,노유자시설,문화및집회시설",경기도 성남시 분당구 동원동 92-1번지,경기도 성남시 분당구 동원로21번길 10 (동원동),경기도 성남시 분당구 동원동,9*
10891100231117,297.0,476.4,단독주택,"단독주택(다가구주택),제2종근린생활시설",경기도 성남시 분당구 운중동 1032번지,경기도 성남시 분당구 판교로33번길 9 (운중동),경기도 성남시 분당구 운중동,1***
10891100231156,228.6,201.5,단독주택,단독주택,경기도 성남시 분당구 운중동 984-6번지,경기도 성남시 분당구 산운로159번길 7-7 (운중동),경기도 성남시 분당구 운중동,9**
10891100231177,344.5,939.26,제2종근린생활시설,"제1,2종근린생활시설",경기도 성남시 분당구 백현동 578번지,경기도 성남시 분당구 판교역로10번길 17 (백현동),경기도 성남시 분당구 백현동,5**
10891100231196,279.0,295.49,단독주택,단독주택,경기도 성남시 분당구 판교동 543-1번지,경기도 성남시 분당구 서판교로108번길 8 (판교동),경기도 성남시 분당구 판교동,5**
10891100231236,4891.2,1448.55,문화및집회시설,문화및집회시설(전시장),경기도 성남시 분당구 판교동 499번지,경기도 성남시 분당구 판교로 191 (판교동),경기도 성남시 분당구 판교동,4**
10891100231256,234.2,208.64,단독주택,단독주택,경기도 성남시 분당구 판교동 642-8번지,경기도 성남시 분당구 판교원로295번길 6 (판교동),경기도 성남시 분당구 판교동,6**
10891100231298,0.0,621.61,공동주택,공동주택(다세대주택),경기도 성남시 분당구 궁내동 337번지,경기도 성남시 분당구 궁내로40번길 13 (궁내동),경기도 성남시 분당구 궁내동,3**
10891100231302,0.0,905.3,공동주택,공동주택(다세대주택),경기도 성남시 분당구 궁내동 337번지,경기도 성남시 분당구 궁내로40번길 13 (궁내동),경기도 성남시 분당구 궁내동,3**
10891100231336,643.5,329.35,단독주택,단독주택,경기도 성남시 분당구 분당동 51-3번지,경기도 성남시 분당구 예원로6번길 7 (분당동),경기도 성남시 분당구 분당동,5*
10891100231337,264.2,382.94,단독주택,다가구 및 근린,경기도 성남시 분당구 운중동 972번지,경기도 성남시 분당구 산운로160번길 20-9 (운중동),경기도 성남시 분당구 운중동,9**
10891100231357,12577.7,46487.77,교육연구시설,교육연구시설,경기도 성남시 분당구 삼평동 696-1번지,경기도 성남시 분당구 대왕판교로712번길 22 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100231399,267.4,391.86,단독주택,다가구주택 및 근린생활시설,경기도 성남시 분당구 운중동 1020-2번지,경기도 성남시 분당구 운중로146번길 15-3 (운중동),경기도 성남시 분당구 운중동,1***
10891100231400,270.2,243.12,단독주택,다가구,경기도 성남시 분당구 판교동 582-1번지,경기도 성남시 분당구 서판교로32번길 30-2 (판교동),경기도 성남시 분당구 판교동,5**
10891100231401,223.7,215.29,단독주택,다가구주택,경기도 성남시 분당구 판교동 525-2번지,경기도 성남시 분당구 판교로210번길 8-5 (판교동),경기도 성남시 분당구 판교동,5**
10891100231421,16953.6,8878.71,분뇨.쓰레기처리시설,분뇨및쓰레기처리시설,경기도 성남시 분당구 삼평동 635번지,경기도 성남시 분당구 판교로228번길 55 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100231422,16953.6,479.4,분뇨.쓰레기처리시설,분뇨및쓰레기처리시설,경기도 성남시 분당구 삼평동 635번지,경기도 성남시 분당구 판교로228번길 55 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100231423,16953.6,3495.29,분뇨.쓰레기처리시설,분뇨및쓰레기처리시설,경기도 성남시 분당구 삼평동 635번지,경기도 성남시 분당구 판교로228번길 55 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100231424,16953.6,33.5,분뇨.쓰레기처리시설,분뇨및쓰레기처리시설,경기도 성남시 분당구 삼평동 635번지,경기도 성남시 분당구 판교로228번길 55 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100231436,1653.0,6084.45,종교시설,종교시설,경기도 성남시 분당구 백현동 527번지,경기도 성남시 분당구 판교역로 61 (백현동),경기도 성남시 분당구 백현동,5**
10891100231516,230.8,328.67,단독주택,단독주택,경기도 성남시 분당구 판교동 529번지,경기도 성남시 분당구 서판교로132번길 20 (판교동),경기도 성남시 분당구 판교동,5**
10891100231517,224.4,217.4,단독주택,단독주택,경기도 성남시 분당구 운중동 982-5번지,경기도 성남시 분당구 산운로139번길 4-10 (운중동),경기도 성남시 분당구 운중동,9**
10891100231518,227.6,266.37,단독주택,단독주택,경기도 성남시 분당구 판교동 533-2번지,경기도 성남시 분당구 서판교로126번길 3-5 (판교동),경기도 성남시 분당구 판교동,5**
10891100231538,239.9,276.43,단독주택,단독주택,경기도 성남시 분당구 판교동 658-8번지,경기도 성남시 분당구 판교원로286번길 13 (판교동),경기도 성남시 분당구 판교동,6**
10891100231539,235.9,350.68,단독주택,단독주택,경기도 성남시 분당구 운중동 1038-1번지,경기도 성남시 분당구 운중로166번길 20-11 (운중동),경기도 성남시 분당구 운중동,1***
10891100231559,5062.2,11117.74,문화및집회시설,문화및집회시설,경기도 성남시 분당구 야탑동 221번지,경기도 성남시 분당구 야탑로205번길 26 (야탑동),경기도 성남시 분당구 야탑동,2**
10891100231561,354.5,843.19,제2종근린생활시설,제2종근린생활시설,경기도 성남시 분당구 백현동 565-5번지,경기도 성남시 분당구 판교역로18번길 20 (백현동),경기도 성남시 분당구 백현동,5**
10891100231576,355.5,999.39,제2종근린생활시설,제2종근린생활시설,경기도 성남시 분당구 백현동 565-6번지,경기도 성남시 분당구 판교역로18번길 18 (백현동),경기도 성남시 분당구 백현동,5**
10891100231597,6424.8,48842.95,업무시설,"업무시설,판매시설,근린생활시설,교육연구시설,문화및집회시설",경기도 성남시 분당구 삼평동 679번지,경기도 성남시 분당구 판교역로 230 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100232061,231.0,257.452,단독주택,단독주택,경기도 성남시 분당구 판교동 656-7번지,경기도 성남시 분당구 판교원로286번길 17 (판교동),경기도 성남시 분당구 판교동,6**
10891100232201,6566.1,51370.23,업무시설,"업무시설,판매시설,근린생활시설,문화및집회시설",경기도 성남시 분당구 삼평동 678번지,경기도 성남시 분당구 판교역로 240 (삼평동),경기도 성남시 분당구 삼평동,6**
10891100232396,230.9,198.78,단독주택,단독주택,경기도 성남시 분당구 판교동 642-4번지,경기도 성남시 분당구 판교원로299번길 3 (판교동),경기도 성남시 분당구 판교동,6**
10891100232397,227.0,266.24,단독주택,단독주택,경기도 성남시 분당구 판교동 507-5번지,경기도 성남시 분당구 판교로197번길 8-10 (판교동),경기도 성남시 분당구 판교동,5**
10891100232398,214.0,42.44,제2종근린생활시설,제2종근린생활시설,경기도 성남시 분당구 이매동 95-1번지,경기도 성남시 분당구 성남대로762번길 16 (이매동),경기도 성남시 분당구 이매동,9*
10891100232416,231.3,295.21,단독주택,단독주택,경기도 성남시 분당구 판교동 580-9번지,경기도 성남시 분당구 서판교로32번길 20-3 (판교동),경기도 성남시 분당구 판교동,5**
10891100232417,241.0,229.66,단독주택,단독주택,경기도 성남시 분당구 운중동 905번지,경기도 성남시 분당구 운중로14번길 5-4 (운중동),경기도 성남시 분당구 운중동,9**
