"계약년월","번호","주택유형","시군구명","번지","도로명","대지면적","연면적","거래금액","건축물대장_PK","건물_도로명_주소","건물_대지_주소","건물_주용도","건물_기타용도","건물_대지면적","건물_연면적","번지매핑건수","도로매핑건수","용도매핑건수","면적매핑건수","매매별일련번호"
"201501",180,다가구,경기도 성남시 분당구 정자동,"2**",불곡남로13번길,213.0000,419.0000,110000.0000,"10891122662",경기도 성남시 분당구 불곡남로13번길 3 (정자동),경기도 성남시 분당구 정자동 223-9번지,단독주택,근린생활시설및다가구,213.0,419.24,384,13,13,1,1
"201501",1354,단독,경기도 성남시 분당구 판교동,"5**",서판교로66번길,265.0000,238.0000,154000.0000,"10891100216344",경기도 성남시 분당구 서판교로66번길 13-5 (판교동),경기도 성남시 분당구 판교동 558-6번지,단독주택,단독주택,265.3,238.3,709,44,44,1,1
"201501",1645,다가구,경기도 성남시 분당구 분당동,"1**",장안로14번길,214.0000,418.0000,125000.0000,"10891123765",경기도 성남시 분당구 장안로14번길 19 (분당동),경기도 성남시 분당구 분당동 154-11번지,단독주택,다가구주택및근린생활시설,214.2,418.16,573,35,33,1,1
"201501",1954,다가구,경기도 성남시 분당구 수내동,"1**",발이봉남로16번길,212.0000,417.0000,89990.0000,"10891125223",경기도 성남시 분당구 발이봉남로16번길 4 (수내동),경기도 성남시 분당구 수내동 102-16번지,단독주택,다가구주택및 근린생활시설,211.8,417.36,246,7,7,1,1
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100216342",경기도 성남시 분당구 궁내로22번길 27-4 (궁내동),경기도 성남시 분당구 궁내동 318-2번지,단독주택,단독주택,589.0,503.94,186,145,44,44,1
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100224983",경기도 성남시 분당구 궁내로 35 (궁내동),경기도 성남시 분당구 궁내동 366-2번지,단독주택,단독주택(다가구주택),467.0,372.32,186,145,44,44,2
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100229278",경기도 성남시 분당구 궁내로7번길 14 (궁내동),경기도 성남시 분당구 궁내동 345-31번지,단독주택,"단독주택(다가구주택),제2종근린생활시설",0.0,820.75,186,145,44,44,3
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100229856",경기도 성남시 분당구 궁내로 74 (궁내동),경기도 성남시 분당구 궁내동 362-3번지,단독주택,단독주택(다가구주택),201.0,232.36,186,145,44,44,4
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100241644",경기도 성남시 분당구 궁내로 34 (궁내동),경기도 성남시 분당구 궁내동 347-24번지,단독주택,단독주택,75.0,42.23,186,145,44,44,5
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100243474",경기도 성남시 분당구 궁내로 26 (궁내동),경기도 성남시 분당구 궁내동 346-9번지,단독주택,단독주택,108.0,107.34,186,145,44,44,6
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100246005",경기도 성남시 분당구 궁내로40번길 15 (궁내동),경기도 성남시 분당구 궁내동 339-2번지,단독주택,다가구주택(2가구),162.0,160.99,186,145,44,44,7
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100263067",경기도 성남시 분당구 궁내로 56 (궁내동),경기도 성남시 분당구 궁내동 350-7번지,단독주택,단독주택,520.0,269.92,186,145,44,44,8
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100268147",경기도 성남시 분당구 궁내로22번길 25 (궁내동),경기도 성남시 분당구 궁내동 317-7번지,단독주택,다가구주택,861.0,858.11,186,145,44,44,9
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100283947",경기도 성남시 분당구 궁내로 73 (궁내동),경기도 성남시 분당구 궁내동 363번지,단독주택,단독주택(다가구주택),353.0,316.269,186,145,44,44,10
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100305188",경기도 성남시 분당구 궁내로22번길 21 (궁내동),경기도 성남시 분당구 궁내동 324번지,단독주택,단독주택(다가구주택),675.0,659.13,186,145,44,44,11
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100306847",경기도 성남시 분당구 궁내로68번길 11 (궁내동),경기도 성남시 분당구 궁내동 362-4번지,단독주택,단독주택(다가구주택),202.0,286.74,186,145,44,44,12
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100323531",경기도 성남시 분당구 궁내로 45 (궁내동),경기도 성남시 분당구 궁내동 349-7번지,단독주택,단독주택(단독주택),396.0,291.13,186,145,44,44,13
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891120279",경기도 성남시 분당구 궁내로67번길 16 (궁내동),경기도 성남시 분당구 궁내동 360-13번지,단독주택,주택,0.0,72.66,186,145,44,44,14
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891120280",경기도 성남시 분당구 궁내로67번길 14 (궁내동),경기도 성남시 분당구 궁내동 360-13번지,단독주택,주택,1207.0,109.13,186,145,44,44,15
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891121874",경기도 성남시 분당구 궁내로40번길 11 (궁내동),경기도 성남시 분당구 궁내동 334-13번지,단독주택,단독주택(다가구주택3가구),1207.0,659.39,186,145,44,44,16
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891121957",경기도 성남시 분당구 궁내로67번길 11 (궁내동),경기도 성남시 분당구 궁내동 369-21번지,단독주택,다가구주택(3가구),1228.0,659.39,186,145,44,44,17
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891122110",경기도 성남시 분당구 궁내로40번길 11 (궁내동),경기도 성남시 분당구 궁내동 334번지,단독주택,다가구주택(3가구),1248.0,659.39,186,145,44,44,18
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891122541",경기도 성남시 분당구 궁내로 46-7 (궁내동),경기도 성남시 분당구 궁내동 351-1번지,단독주택,단독주택,434.0,253.24,186,145,44,44,19
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891122728",경기도 성남시 분당구 궁내로40번길 11 (궁내동),경기도 성남시 분당구 궁내동 334-1번지,단독주택,단독주택(다가구주택3가구),2116.0,659.39,186,145,44,44,20
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891123180",경기도 성남시 분당구 궁내로 49 (궁내동),경기도 성남시 분당구 궁내동 349-5번지,단독주택,단독주택(다가구주택),742.0,751.76,186,145,44,44,21
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891123758",경기도 성남시 분당구 궁내로67번길 11 (궁내동),경기도 성남시 분당구 궁내동 369-16번지,단독주택,다가구주택(3가구),1228.0,659.39,186,145,44,44,22
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891123783",경기도 성남시 분당구 궁내로67번길 3 (궁내동),경기도 성남시 분당구 궁내동 366-17번지,단독주택,단독주택(1가구),683.0,215.1,186,145,44,44,23
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891123871",경기도 성남시 분당구 궁내로67번길 5 (궁내동),경기도 성남시 분당구 궁내동 366-16번지,단독주택,단독주택(1가구),614.0,292.47,186,145,44,44,24
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891124418",경기도 성남시 분당구 궁내로 64 (궁내동),경기도 성남시 분당구 궁내동 350-21번지,단독주택,주택,0.0,71.16,186,145,44,44,25
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891124526",경기도 성남시 분당구 궁내로 46-9 (궁내동),경기도 성남시 분당구 궁내동 352-4번지,단독주택,주택,0.0,118.79,186,145,44,44,26
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891124559",경기도 성남시 분당구 궁내로40번길 6 (궁내동),경기도 성남시 분당구 궁내동 348-2번지,단독주택,단독주택(2가구),442.0,165.42,186,145,44,44,27
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891124654",경기도 성남시 분당구 궁내로22번길 27-9 (궁내동),경기도 성남시 분당구 궁내동 318-6번지,단독주택,"단독주택(다가구주택 2가구), 제2종근린생활시설",715.0,473.25,186,145,44,44,28
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891124768",경기도 성남시 분당구 궁내로40번길 21 (궁내동),경기도 성남시 분당구 궁내동 340-2번지,단독주택,단독주택,415.0,98.41,186,145,44,44,29
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891124844",경기도 성남시 분당구 궁내로 46 (궁내동),경기도 성남시 분당구 궁내동 350-59번지,단독주택,다가구주택,350.0,279.8,186,145,44,44,30
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891125090",경기도 성남시 분당구 궁내로 25 (궁내동),경기도 성남시 분당구 궁내동 346-7번지,단독주택,단독주택(1가구),266.0,100.57,186,145,44,44,31
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891125348",경기도 성남시 분당구 궁내로40번길 11 (궁내동),경기도 성남시 분당구 궁내동 334-2번지,단독주택,다가구주택(3가구),1130.0,659.39,186,145,44,44,32
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891125439",경기도 성남시 분당구 궁내로40번길 25 (궁내동),경기도 성남시 분당구 궁내동 327-11번지,단독주택,"단독주택, 제1종근린생활시설",242.0,347.41,186,145,44,44,33
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891125596",경기도 성남시 분당구 궁내로67번길 11 (궁내동),경기도 성남시 분당구 궁내동 369-7번지,단독주택,다가구주택(3가구),1170.0,659.39,186,145,44,44,34
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891125639",경기도 성남시 분당구 궁내로67번길 11 (궁내동),경기도 성남시 분당구 궁내동 369-19번지,단독주택,다가구주택(3가구),1248.0,659.39,186,145,44,44,35
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891125782",경기도 성남시 분당구 궁내로67번길 18-2 (궁내동),경기도 성남시 분당구 궁내동 360-4번지,단독주택,주택,0.0,27.04,186,145,44,44,36
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891126053",경기도 성남시 분당구 궁내로40번길 11 (궁내동),경기도 성남시 분당구 궁내동 334-12번지,단독주택,단독주택(다가구주택3가구),1236.0,659.39,186,145,44,44,37
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891126111",경기도 성남시 분당구 궁내로68번길 1 (궁내동),경기도 성남시 분당구 궁내동 364-1번지,단독주택,주택,0.0,52.93,186,145,44,44,38
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891126451",경기도 성남시 분당구 궁내로22번길 27-7 (궁내동),경기도 성남시 분당구 궁내동 318-7번지,단독주택,단독주택,823.0,327.87,186,145,44,44,39
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891126482",경기도 성남시 분당구 궁내로 54 (궁내동),경기도 성남시 분당구 궁내동 350-6번지,단독주택,단독주택(2가구),401.0,217.48,186,145,44,44,40
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891126519",경기도 성남시 분당구 궁내로40번길 33 (궁내동),경기도 성남시 분당구 궁내동 327-8번지,단독주택,단독주택,621.0,604.02,186,145,44,44,41
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891126920",경기도 성남시 분당구 궁내로67번길 26 (궁내동),경기도 성남시 분당구 궁내동 370-4번지,단독주택,주택및부속사,0.0,97.02,186,145,44,44,42
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891127088",경기도 성남시 분당구 궁내로67번길 11 (궁내동),경기도 성남시 분당구 궁내동 369-9번지,단독주택,다가구주택(3가구),1333.0,659.39,186,145,44,44,43
"201501",1955,단독,경기도 성남시 분당구 궁내동,"3**",궁내로,489.0000,196.0000,121300.0000,"10891100172745",경기도 성남시 분당구 궁내로76번길 7 (궁내동),경기도 성남시 분당구 궁내동 360-1번지,단독주택,다가구주택,360.0,409.51,186,145,44,44,44
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891122040",경기도 성남시 분당구 판교로592번길 35 (야탑동),경기도 성남시 분당구 야탑동 608-12번지,단독주택,단독주택,694.0,329.91,38,26,17,17,1
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891122559",경기도 성남시 분당구 판교로562번길 12 (야탑동),경기도 성남시 분당구 야탑동 600-4번지,단독주택,단독주택(19가구),821.0,655.2,38,26,17,17,2
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891122695",경기도 성남시 분당구 판교로592번길 37 (야탑동),경기도 성남시 분당구 야탑동 608-5번지,단독주택,단독주택,827.0,329.1,38,26,17,17,3
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891122720",경기도 성남시 분당구 판교로 548 (야탑동),경기도 성남시 분당구 야탑동 601-3번지,단독주택,단독주택(19가구),800.0,638.24,38,26,17,17,4
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891122820",경기도 성남시 분당구 판교로562번길 14 (야탑동),경기도 성남시 분당구 야탑동 600-12번지,단독주택,단독주택(19가구),821.0,654.32,38,26,17,17,5
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891123234",경기도 성남시 분당구 판교로552번길 2 (야탑동),경기도 성남시 분당구 야탑동 601-5번지,단독주택,"다가구주택, 제1종근린생활시설",814.0,595.6,38,26,17,17,6
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891124210",경기도 성남시 분당구 판교로592번길 53 (야탑동),경기도 성남시 분당구 야탑동 607-2번지,단독주택,단독주택,529.0,326.08,38,26,17,17,7
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891124468",경기도 성남시 분당구 판교로592번길 49 (야탑동),경기도 성남시 분당구 야탑동 606번지,단독주택,단독주택,615.0,301.19,38,26,17,17,8
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891124800",경기도 성남시 분당구 판교로592번길 51 (야탑동),경기도 성남시 분당구 야탑동 607번지,단독주택,단독주택,658.0,298.69,38,26,17,17,9
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891125201",경기도 성남시 분당구 판교로562번길 17 (야탑동),경기도 성남시 분당구 야탑동 602-6번지,단독주택,단독주택,905.0,847.34,38,26,17,17,10
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891126041",경기도 성남시 분당구 판교로592번길 36 (야탑동),경기도 성남시 분당구 야탑동 607-3번지,단독주택,단독주택,529.0,308.79,38,26,17,17,11
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891126188",경기도 성남시 분당구 판교로562번길 10 (야탑동),경기도 성남시 분당구 야탑동 600-2번지,단독주택,단독주택(19가구),821.0,653.8,38,26,17,17,12
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"1000000000000002342106",경기도 성남시 분당구 판교로592번길 43 (야탑동),경기도 성남시 분당구 야탑동 606-9번지,단독주택,"단독주택,근린생활시설",582.0,536.06,38,26,17,17,13
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891100224182",경기도 성남시 분당구 판교로592번길 45 (야탑동),경기도 성남시 분당구 야탑동 606-8번지,단독주택,단독주택,589.0,320.26,38,26,17,17,14
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891100228696",경기도 성남시 분당구 판교로592번길 40 (야탑동),경기도 성남시 분당구 야탑동 606-13번지,단독주택,"단독주택(다가구주택),제1종근린생활시설",646.0,350.6,38,26,17,17,15
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891100263068",경기도 성남시 분당구 판교로592번길 33 (야탑동),경기도 성남시 분당구 야탑동 608-1번지,단독주택,단독주택(소매점),684.0,358.75,38,26,17,17,16
"201501",2608,다가구,경기도 성남시 분당구 야탑동,"6**",판교로,800.0000,619.0000,167000.0000,"10891100263229",경기도 성남시 분당구 판교로592번길 38 (야탑동),경기도 성남시 분당구 야탑동 606-12번지,단독주택,단독주택,647.0,308.51,38,26,17,17,17
"201501",2609,단독,경기도 성남시 분당구 대장동,"5**",고기로554번길,660.0000,108.0000,90000.0000,"10891127064",경기도 성남시 분당구 고기로554번길 8-1 (대장동),경기도 성남시 분당구 대장동 537-2번지,단독주택,단독주택,660.0,108.19,130,13,8,1,1
"201501",3267,다가구,경기도 성남시 분당구 수내동,"1**",발이봉북로,221.0000,414.0000,89900.0000,"10891124597",경기도 성남시 분당구 발이봉북로 41 (수내동),경기도 성남시 분당구 수내동 116-4번지,단독주택,다가구주택(3가구),221.2,413.76,246,113,111,1,1
"201501",4855,다가구,경기도 성남시 분당구 정자동,"6*",황새울로108번길,227.0000,452.0000,119000.0000,"10891123478",경기도 성남시 분당구 황새울로108번길 17 (정자동),경기도 성남시 분당구 정자동 68-15번지,단독주택,다가구주택및근린생활시설,226.7,451.8,114,6,6,1,1
"201501",4856,단독,경기도 성남시 분당구 야탑동,"2**",장미로148번길,231.0000,452.0000,119000.0000,"10891126569",경기도 성남시 분당구 장미로148번길 6 (야탑동),경기도 성남시 분당구 야탑동 283-7번지,단독주택,다가구주택및근린생활시설,231.0,451.52,391,13,13,1,1
"201501",4857,다가구,경기도 성남시 분당구 야탑동,"3**","",323.0000,626.0000,149000.0000,"10891123817",경기도 성남시 분당구 야탑로149번길 4-6 (야탑동),경기도 성남시 분당구 야탑동 314-2번지,단독주택,다가구 주택,322.5,625.85,627,627,301,1,1
"201501",4858,다가구,경기도 성남시 분당구 야탑동,"3**",야탑로161번길,300.0000,556.0000,119500.0000,"10891126978",경기도 성남시 분당구 야탑로161번길 4-10 (야탑동),경기도 성남시 분당구 야탑동 312-3번지,단독주택,다가구주택,300.1,556.26,627,24,24,1,1
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891121758",경기도 성남시 분당구 서현로429번길 28-5 (분당동),경기도 성남시 분당구 분당동 108-3번지,단독주택,다가구주택,226.1,444.04,573,68,64,64,1
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891121761",경기도 성남시 분당구 서현로429번길 7 (분당동),경기도 성남시 분당구 분당동 100-9번지,단독주택,단독주택(8가구),210.5,419.64,573,68,64,64,2
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891121901",경기도 성남시 분당구 서현로429번길 12-8 (분당동),경기도 성남시 분당구 분당동 103-12번지,단독주택,다가구 주택,218.8,409.24,573,68,64,64,3
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891121973",경기도 성남시 분당구 서현로429번길 26 (분당동),경기도 성남시 분당구 분당동 107-12번지,단독주택,다가구주택,201.3,395.06,573,68,64,64,4
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122159",경기도 성남시 분당구 서현로429번길 12-2 (분당동),경기도 성남시 분당구 분당동 103-15번지,단독주택,다가구주택,228.1,440.64,573,68,64,64,5
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122231",경기도 성남시 분당구 서현로429번길 20-6 (분당동),경기도 성남시 분당구 분당동 105-10번지,단독주택,다가구용단독주택,261.1,487.34,573,68,64,64,6
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122368",경기도 성남시 분당구 서현로429번길 12-3 (분당동),경기도 성남시 분당구 분당동 104-3번지,단독주택,다가구주택(3가구),219.3,428.17,573,68,64,64,7
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122417",경기도 성남시 분당구 서현로429번길 12-1 (분당동),경기도 성남시 분당구 분당동 104-2번지,단독주택,단독주택(11가구),232.9,463.32,573,68,64,64,8
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122523",경기도 성남시 분당구 서현로429번길 12 (분당동),경기도 성남시 분당구 분당동 103-16번지,단독주택,단독주택(14가구),219.6,437.08,573,68,64,64,9
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122640",경기도 성남시 분당구 서현로429번길 5 (분당동),경기도 성남시 분당구 분당동 100-1번지,단독주택,근린생활시설.주택,210.5,405.0,573,68,64,64,10
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122664",경기도 성남시 분당구 서현로429번길 34 (분당동),경기도 성남시 분당구 분당동 108-8번지,단독주택,다가구주택,225.0,448.12,573,68,64,64,11
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122949",경기도 성남시 분당구 서현로429번길 28-7 (분당동),경기도 성남시 분당구 분당동 108-4번지,단독주택,다가구주택,227.3,451.43,573,68,64,64,12
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891122965",경기도 성남시 분당구 서현로429번길 12-9 (분당동),경기도 성남시 분당구 분당동 104-6번지,단독주택,다가구주택및 근린생활시설,269.7,507.32,573,68,64,64,13
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123189",경기도 성남시 분당구 서현로429번길 16-4 (분당동),경기도 성남시 분당구 분당동 104-13번지,단독주택,다가구용단독주택(3),218.1,399.58,573,68,64,64,14
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123209",경기도 성남시 분당구 서현로429번길 20-3 (분당동),경기도 성남시 분당구 분당동 106-2번지,단독주택,다가구주택,209.0,405.0,573,68,64,64,15
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123251",경기도 성남시 분당구 서현로429번길 8-5 (분당동),경기도 성남시 분당구 분당동 103-4번지,단독주택,단독주택(7가구),227.8,452.99,573,68,64,64,16
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123325",경기도 성남시 분당구 서현로429번길 38 (분당동),경기도 성남시 분당구 분당동 108-6번지,단독주택,다가구 주택,262.2,502.71,573,68,64,64,17
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123345",경기도 성남시 분당구 서현로429번길 14 (분당동),경기도 성남시 분당구 분당동 104-1번지,단독주택,단독주택(11가구),228.0,455.0,573,68,64,64,18
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123568",경기도 성남시 분당구 서현로429번길 12-7 (분당동),경기도 성남시 분당구 분당동 104-5번지,단독주택,다가구주택(3가구),252.8,483.78,573,68,64,64,19
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123606",경기도 성남시 분당구 서현로429번길 12-10 (분당동),경기도 성남시 분당구 분당동 103-11번지,단독주택,단독주택(다가구주택),228.1,438.03,573,68,64,64,20
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123612",경기도 성남시 분당구 서현로429번길 18-1 (분당동),경기도 성남시 분당구 분당동 105-13번지,단독주택,다가구 주택 (3가구),184.8,364.5,573,68,64,64,21
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891123722",경기도 성남시 분당구 서현로429번길 16-3 (분당동),경기도 성남시 분당구 분당동 105-3번지,단독주택,다가구용 단독주택,234.8,467.34,573,68,64,64,22
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891124000",경기도 성남시 분당구 서현로429번길 16-1 (분당동),경기도 성남시 분당구 분당동 105-2번지,단독주택,다가구주택,210.9,415.14,573,68,64,64,23
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891124163",경기도 성남시 분당구 서현로429번길 16-7 (분당동),경기도 성남시 분당구 분당동 105-5번지,단독주택,다가구주택,282.0,441.25,573,68,64,64,24
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891124441",경기도 성남시 분당구 서현로429번길 24-6 (분당동),경기도 성남시 분당구 분당동 106-7번지,단독주택,다가구용 주택(3가구),219.0,269.45,573,68,64,64,25
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891124486",경기도 성남시 분당구 서현로429번길 20-7 (분당동),경기도 성남시 분당구 분당동 106-4번지,단독주택,단독주택(18가구),258.5,515.69,573,68,64,64,26
"201501",5521,다가구,경기도 성남시 분당구 분당동,"1**",서현로429번길,217.0000,428.0000,98000.0000,"10891124575",경기도 성남시 분당구 서현로429번길 16-10 (분당동),경기도 성남시 분당구 분당동 104-10번지,단독주택,다가구주택,272.2,517.68,573,68,64,64,27
